date,Appliances,lights,T_out,Press_mm_hg,RH_out,Windspeed,Tdewpoint,Visibility
1/12/2016 2:30,50,0,5,738.6,92,4.5,3.8,40
1/12/2016 2:40,40,0,4.933333333,738.7,92,4.333333333,3.733333333,40
1/12/2016 2:50,40,0,4.866666667,738.8,92,4.166666667,3.666666667,40
1/12/2016 3:00,30,0,4.8,738.9,92,4,3.6,40
1/12/2016 3:10,20,0,4.816666667,739.0166667,92.16666667,4.333333333,3.633333333,40
1/12/2016 3:20,20,0,4.833333333,739.1333333,92.33333333,4.666666667,3.666666667,40
1/12/2016 3:30,40,0,4.85,739.25,92.5,5,3.7,40
1/12/2016 3:40,50,0,4.866666667,739.3666667,92.66666667,5.333333333,3.733333333,40
1/12/2016 3:50,50,0,4.883333333,739.4833333,92.83333333,5.666666667,3.766666667,40
1/12/2016 4:00,40,0,4.9,739.6,93,6,3.8,40
1/12/2016 4:10,50,0,4.916666667,739.65,92.66666667,5.833333333,3.766666667,40
1/12/2016 4:20,40,0,4.933333333,739.7,92.33333333,5.666666667,3.733333333,40
1/12/2016 4:30,40,0,4.95,739.75,92,5.5,3.7,40
1/12/2016 4:40,40,0,4.966666667,739.8,91.66666667,5.333333333,3.666666667,40
1/12/2016 4:50,60,0,4.983333333,739.85,91.33333333,5.166666667,3.633333333,40
1/12/2016 5:00,50,0,5,739.9,91,5,3.6,40
1/12/2016 5:10,50,0,4.983333333,739.9666667,91.66666667,4.833333333,3.683333333,40
1/12/2016 5:20,40,0,4.966666667,740.0333333,92.33333333,4.666666667,3.766666667,40
1/12/2016 5:30,40,0,4.95,740.1,93,4.5,3.85,40
1/12/2016 5:40,40,0,4.933333333,740.1666667,93.66666667,4.333333333,3.933333333,40
1/12/2016 5:50,40,0,4.916666667,740.2333333,94.33333333,4.166666667,4.016666667,40
1/12/2016 6:00,50,0,4.9,740.3,95,4,4.1,40
1/12/2016 6:10,70,10,4.933333333,740.4333333,94.66666667,4.166666667,4.1,38.16666667
1/12/2016 6:20,40,0,4.966666667,740.5666667,94.33333333,4.333333333,4.1,36.33333333
1/12/2016 6:30,30,0,5,740.7,94,4.5,4.1,34.5
1/12/2016 6:40,20,10,5.033333333,740.8333333,93.66666667,4.666666667,4.1,32.66666667
1/12/2016 6:50,30,0,5.066666667,740.9666667,93.33333333,4.833333333,4.1,30.83333333
1/12/2016 7:00,40,10,5.1,741.1,93,5,4.1,29
1/12/2016 7:10,50,10,5.1,741.2166667,92.66666667,5,4.05,30.83333333
1/12/2016 7:20,60,20,5.1,741.3333333,92.33333333,5,4,32.66666667
1/12/2016 7:30,60,20,5.1,741.45,92,5,3.95,34.5
1/12/2016 7:40,70,20,5.1,741.5666667,91.66666667,5,3.9,36.33333333
1/12/2016 7:50,60,30,5.1,741.6833333,91.33333333,5,3.85,38.16666667
1/12/2016 8:00,140,20,5.1,741.8,91,5,3.8,40
1/12/2016 8:10,110,30,5.05,741.8833333,91,5,3.733333333,40
1/12/2016 8:20,90,10,5,741.9666667,91,5,3.666666667,40
1/12/2016 8:30,60,0,4.95,742.05,91,5,3.6,40
1/12/2016 8:40,60,0,4.9,742.1333333,91,5,3.533333333,40
1/12/2016 8:50,60,0,4.85,742.2166667,91,5,3.466666667,40
1/12/2016 9:00,50,0,4.8,742.3,91,5,3.4,40
1/12/2016 9:10,60,0,4.883333333,742.3833333,91,5,3.483333333,38.16666667
1/12/2016 9:20,50,0,4.966666667,742.4666667,91,5,3.566666667,36.33333333
1/12/2016 9:30,30,0,5.05,742.55,91,5,3.65,34.5
1/12/2016 9:40,40,0,5.133333333,742.6333333,91,5,3.733333333,32.66666667
1/12/2016 9:50,30,0,5.216666667,742.7166667,91,5,3.816666667,30.83333333
1/12/2016 10:00,260,0,5.3,742.8,91,5,3.9,29
1/12/2016 10:10,500,0,5.483333333,742.8833333,90.16666667,5,3.95,30.83333333
1/12/2016 10:20,450,0,5.666666667,742.9666667,89.33333333,5,4,32.66666667
1/12/2016 10:30,50,10,5.85,743.05,88.5,5,4.05,34.5
1/12/2016 10:40,60,0,6.033333333,743.1333333,87.66666667,5,4.1,36.33333333
1/12/2016 10:50,60,0,6.216666667,743.2166667,86.83333333,5,4.15,38.16666667
1/12/2016 11:00,50,0,6.4,743.3,86,5,4.2,40
1/12/2016 11:10,50,0,6.5,743.3333333,85.16666667,5.333333333,4.166666667,38
1/12/2016 11:20,50,0,6.6,743.3666667,84.33333333,5.666666667,4.133333333,36
1/12/2016 11:30,60,0,6.7,743.4,83.5,6,4.1,34
1/12/2016 11:40,60,0,6.8,743.4333333,82.66666667,6.333333333,4.066666667,32
1/12/2016 11:50,60,0,6.9,743.4666667,81.83333333,6.666666667,4.033333333,30
1/12/2016 12:00,60,0,7,743.5,81,7,4,28
1/12/2016 12:10,190,0,7.083333333,743.5,80.66666667,7,4.016666667,30
1/12/2016 12:20,220,0,7.166666667,743.5,80.33333333,7,4.033333333,32
1/12/2016 12:30,170,0,7.25,743.5,80,7,4.05,34
1/12/2016 12:40,390,0,7.333333333,743.5,79.66666667,7,4.066666667,36
1/12/2016 12:50,90,0,7.416666667,743.5,79.33333333,7,4.083333333,38
1/12/2016 13:00,60,0,7.5,743.5,79,7,4.1,40
1/12/2016 13:10,290,0,7.416666667,743.5,79.33333333,7.166666667,4.066666667,40
1/12/2016 13:20,130,0,7.333333333,743.5,79.66666667,7.333333333,4.033333333,40
1/12/2016 13:30,140,0,7.25,743.5,80,7.5,4,40
1/12/2016 13:40,240,0,7.166666667,743.5,80.33333333,7.666666667,3.966666667,40
1/12/2016 13:50,50,0,7.083333333,743.5,80.66666667,7.833333333,3.933333333,40
1/12/2016 14:00,60,0,7,743.5,81,8,3.9,40
1/12/2016 14:10,60,0,6.983333333,743.55,80.16666667,7.5,3.733333333,40
1/12/2016 14:20,60,0,6.966666667,743.6,79.33333333,7,3.566666667,40
1/12/2016 14:30,370,0,6.95,743.65,78.5,6.5,3.4,40
1/12/2016 14:40,200,0,6.933333333,743.7,77.66666667,6,3.233333333,40
1/12/2016 14:50,70,0,6.916666667,743.75,76.83333333,5.5,3.066666667,40
1/12/2016 15:00,50,0,6.9,743.8,76,5,2.9,40
1/12/2016 15:10,40,0,6.8,743.8166667,77,4.833333333,3,40
1/12/2016 15:20,40,0,6.7,743.8333333,78,4.666666667,3.1,40
1/12/2016 15:30,30,0,6.6,743.85,79,4.5,3.2,40
1/12/2016 15:40,30,0,6.5,743.8666667,80,4.333333333,3.3,40
1/12/2016 15:50,30,0,6.4,743.8833333,81,4.166666667,3.4,40
1/12/2016 16:00,30,0,6.3,743.9,82,4,3.5,40
1/12/2016 16:10,40,0,6.333333333,743.95,80.83333333,4.5,3.3,38.16666667
1/12/2016 16:20,50,0,6.366666667,744,79.66666667,5,3.1,36.33333333
1/12/2016 16:30,40,0,6.4,744.05,78.5,5.5,2.9,34.5
1/12/2016 16:40,40,0,6.433333333,744.1,77.33333333,6,2.7,32.66666667
1/12/2016 16:50,40,0,6.466666667,744.15,76.16666667,6.5,2.5,30.83333333
1/12/2016 17:00,60,0,6.5,744.2,75,7,2.3,29
1/12/2016 17:10,60,10,6.316666667,744.2833333,76.66666667,7,2.433333333,30.83333333
1/12/2016 17:20,210,20,6.133333333,744.3666667,78.33333333,7,2.566666667,32.66666667
1/12/2016 17:30,380,20,5.95,744.45,80,7,2.7,34.5
1/12/2016 17:40,370,40,5.766666667,744.5333333,81.66666667,7,2.833333333,36.33333333
1/12/2016 17:50,230,30,5.583333333,744.6166667,83.33333333,7,2.966666667,38.16666667
1/12/2016 18:00,80,40,5.4,744.7,85,7,3.1,40
1/12/2016 18:10,90,30,5.3,744.75,86,6.833333333,3.15,40
1/12/2016 18:20,70,20,5.2,744.8,87,6.666666667,3.2,40
1/12/2016 18:30,40,10,5.1,744.85,88,6.5,3.25,40
1/12/2016 18:40,40,0,5,744.9,89,6.333333333,3.3,40
1/12/2016 18:50,30,0,4.9,744.95,90,6.166666667,3.35,40
1/12/2016 19:00,50,0,4.8,745,91,6,3.4,40
1/12/2016 19:10,50,0,4.75,745.0333333,91.33333333,6.166666667,3.4,40
1/12/2016 19:20,60,0,4.7,745.0666667,91.66666667,6.333333333,3.4,40
1/12/2016 19:30,50,0,4.65,745.1,92,6.5,3.4,40
1/12/2016 19:40,60,0,4.6,745.1333333,92.33333333,6.666666667,3.4,40
1/12/2016 19:50,60,0,4.55,745.1666667,92.66666667,6.833333333,3.4,40
1/12/2016 20:00,60,0,4.5,745.2,93,7,3.4,40
1/12/2016 20:10,50,0,4.533333333,745.3166667,92.66666667,6.833333333,3.4,40
1/12/2016 20:20,50,0,4.566666667,745.4333333,92.33333333,6.666666667,3.4,40
1/12/2016 20:30,50,0,4.6,745.55,92,6.5,3.4,40
1/12/2016 20:40,50,0,4.633333333,745.6666667,91.66666667,6.333333333,3.4,40
1/12/2016 20:50,50,0,4.666666667,745.7833333,91.33333333,6.166666667,3.4,40
1/12/2016 21:00,60,0,4.7,745.9,91,6,3.4,40
1/12/2016 21:10,60,0,4.8,745.95,90.5,6.166666667,3.416666667,38.16666667
1/12/2016 21:20,40,0,4.9,746,90,6.333333333,3.433333333,36.33333333
1/12/2016 21:30,30,0,5,746.05,89.5,6.5,3.45,34.5
1/12/2016 21:40,30,20,5.1,746.1,89,6.666666667,3.466666667,32.66666667
1/12/2016 21:50,30,10,5.2,746.15,88.5,6.833333333,3.483333333,30.83333333
1/12/2016 22:00,40,0,5.3,746.2,88,7,3.5,29
1/12/2016 22:10,50,10,5.333333333,746.2666667,87.33333333,6.833333333,3.4,30.83333333
1/12/2016 22:20,50,0,5.366666667,746.3333333,86.66666667,6.666666667,3.3,32.66666667
1/12/2016 22:30,50,0,5.4,746.4,86,6.5,3.2,34.5
1/12/2016 22:40,40,0,5.433333333,746.4666667,85.33333333,6.333333333,3.1,36.33333333
1/12/2016 22:50,50,0,5.466666667,746.5333333,84.66666667,6.166666667,3,38.16666667
1/12/2016 23:00,40,0,5.5,746.6,84,6,2.9,40
1/12/2016 23:10,40,0,5.583333333,746.7333333,83.33333333,6.333333333,2.866666667,40
1/12/2016 23:20,40,0,5.666666667,746.8666667,82.66666667,6.666666667,2.833333333,40
1/12/2016 23:30,40,0,5.75,747,82,7,2.8,40
1/12/2016 23:40,50,0,5.833333333,747.1333333,81.33333333,7.333333333,2.766666667,40
1/12/2016 23:50,50,0,5.916666667,747.2666667,80.66666667,7.666666667,2.733333333,40
1/13/2016 0:00,50,0,6,747.4,80,8,2.7,40
1/13/2016 0:10,30,0,5.883333333,747.5333333,81.33333333,8,2.833333333,37.83333333
1/13/2016 0:20,20,0,5.766666667,747.6666667,82.66666667,8,2.966666667,35.66666667
1/13/2016 0:30,30,0,5.65,747.8,84,8,3.1,33.5
1/13/2016 0:40,20,0,5.533333333,747.9333333,85.33333333,8,3.233333333,31.33333333
1/13/2016 0:50,40,0,5.416666667,748.0666667,86.66666667,8,3.366666667,29.16666667
1/13/2016 1:00,50,0,5.3,748.2,88,8,3.5,27
1/13/2016 1:10,60,0,5.3,748.3166667,88.5,8,3.566666667,26
1/13/2016 1:20,50,0,5.3,748.4333333,89,8,3.633333333,25
1/13/2016 1:30,40,0,5.3,748.55,89.5,8,3.7,24
1/13/2016 1:40,40,0,5.3,748.6666667,90,8,3.766666667,23
1/13/2016 1:50,50,0,5.3,748.7833333,90.5,8,3.833333333,22
1/13/2016 2:00,40,0,5.3,748.9,91,8,3.9,21
1/13/2016 2:10,40,0,5.333333333,749.0833333,90.66666667,8,3.883333333,21.5
1/13/2016 2:20,50,0,5.366666667,749.2666667,90.33333333,8,3.866666667,22
1/13/2016 2:30,50,0,5.4,749.45,90,8,3.85,22.5
1/13/2016 2:40,50,0,5.433333333,749.6333333,89.66666667,8,3.833333333,23
1/13/2016 2:50,40,0,5.466666667,749.8166667,89.33333333,8,3.816666667,23.5
1/13/2016 3:00,30,0,5.5,750,89,8,3.8,24
1/13/2016 3:10,20,0,5.483333333,750.2,89,8,3.783333333,24
1/13/2016 3:20,20,0,5.466666667,750.4,89,8,3.766666667,24
1/13/2016 3:30,20,0,5.45,750.6,89,8,3.75,24
1/13/2016 3:40,50,0,5.433333333,750.8,89,8,3.733333333,24
1/13/2016 3:50,50,0,5.416666667,751,89,8,3.716666667,24
1/13/2016 4:00,50,0,5.4,751.2,89,8,3.7,24
1/13/2016 4:10,40,0,5.366666667,751.3166667,89.16666667,8,3.683333333,23.66666667
1/13/2016 4:20,40,0,5.333333333,751.4333333,89.33333333,8,3.666666667,23.33333333
1/13/2016 4:30,50,0,5.3,751.55,89.5,8,3.65,23
1/13/2016 4:40,40,0,5.266666667,751.6666667,89.66666667,8,3.633333333,22.66666667
1/13/2016 4:50,50,0,5.233333333,751.7833333,89.83333333,8,3.616666667,22.33333333
1/13/2016 5:00,50,0,5.2,751.9,90,8,3.6,22
1/13/2016 5:10,50,0,5.166666667,752.05,90,7.833333333,3.566666667,22.16666667
1/13/2016 5:20,40,0,5.133333333,752.2,90,7.666666667,3.533333333,22.33333333
1/13/2016 5:30,40,0,5.1,752.35,90,7.5,3.5,22.5
1/13/2016 5:40,50,0,5.066666667,752.5,90,7.333333333,3.466666667,22.66666667
1/13/2016 5:50,20,0,5.033333333,752.65,90,7.166666667,3.433333333,22.83333333
1/13/2016 6:00,20,0,5,752.8,90,7,3.4,23
1/13/2016 6:10,50,0,5.016666667,752.9833333,89.83333333,6.833333333,3.4,25.83333333
1/13/2016 6:20,30,10,5.033333333,753.1666667,89.66666667,6.666666667,3.4,28.66666667
1/13/2016 6:30,50,10,5.05,753.35,89.5,6.5,3.4,31.5
1/13/2016 6:40,50,10,5.066666667,753.5333333,89.33333333,6.333333333,3.4,34.33333333
1/13/2016 6:50,200,0,5.083333333,753.7166667,89.16666667,6.166666667,3.4,37.16666667
1/13/2016 7:00,110,10,5.1,753.9,89,6,3.4,40
1/13/2016 7:10,80,10,5.083333333,753.9666667,89.16666667,5.833333333,3.4,36.66666667
1/13/2016 7:20,50,0,5.066666667,754.0333333,89.33333333,5.666666667,3.4,33.33333333
1/13/2016 7:30,50,0,5.05,754.1,89.5,5.5,3.4,30
1/13/2016 7:40,50,0,5.033333333,754.1666667,89.66666667,5.333333333,3.4,26.66666667
1/13/2016 7:50,40,0,5.016666667,754.2333333,89.83333333,5.166666667,3.4,23.33333333
1/13/2016 8:00,40,0,5,754.3,90,5,3.4,20
1/13/2016 8:10,30,0,5,754.45,89.66666667,4.833333333,3.366666667,21.5
1/13/2016 8:20,180,20,5,754.6,89.33333333,4.666666667,3.333333333,23
1/13/2016 8:30,350,30,5,754.75,89,4.5,3.3,24.5
1/13/2016 8:40,350,20,5,754.9,88.66666667,4.333333333,3.266666667,26
1/13/2016 8:50,300,30,5,755.05,88.33333333,4.166666667,3.233333333,27.5
1/13/2016 9:00,400,20,5,755.2,88,4,3.2,29
1/13/2016 9:10,390,30,5,755.3166667,88,4.166666667,3.183333333,30.83333333
1/13/2016 9:20,290,30,5,755.4333333,88,4.333333333,3.166666667,32.66666667
1/13/2016 9:30,60,30,5,755.55,88,4.5,3.15,34.5
1/13/2016 9:40,70,20,5,755.6666667,88,4.666666667,3.133333333,36.33333333
1/13/2016 9:50,110,30,5,755.7833333,88,4.833333333,3.116666667,38.16666667
1/13/2016 10:00,90,20,5,755.9,88,5,3.1,40
1/13/2016 10:10,60,20,5.083333333,756.0333333,86.83333333,5,2.983333333,38.16666667
1/13/2016 10:20,70,20,5.166666667,756.1666667,85.66666667,5,2.866666667,36.33333333
1/13/2016 10:30,80,20,5.25,756.3,84.5,5,2.75,34.5
1/13/2016 10:40,60,0,5.333333333,756.4333333,83.33333333,5,2.633333333,32.66666667
1/13/2016 10:50,40,10,5.416666667,756.5666667,82.16666667,5,2.516666667,30.83333333
1/13/2016 11:00,30,10,5.5,756.7,81,5,2.4,29
1/13/2016 11:10,70,10,5.583333333,756.7833333,80.16666667,5.166666667,2.35,30.83333333
1/13/2016 11:20,50,10,5.666666667,756.8666667,79.33333333,5.333333333,2.3,32.66666667
1/13/2016 11:30,80,10,5.75,756.95,78.5,5.5,2.25,34.5
1/13/2016 11:40,80,10,5.833333333,757.0333333,77.66666667,5.666666667,2.2,36.33333333
1/13/2016 11:50,50,0,5.916666667,757.1166667,76.83333333,5.833333333,2.15,38.16666667
1/13/2016 12:00,40,0,6,757.2,76,6,2.1,40
1/13/2016 12:10,50,0,5.916666667,757.2833333,76.33333333,5.833333333,2.066666667,38.16666667
1/13/2016 12:20,40,0,5.833333333,757.3666667,76.66666667,5.666666667,2.033333333,36.33333333
1/13/2016 12:30,40,0,5.75,757.45,77,5.5,2,34.5
1/13/2016 12:40,50,0,5.666666667,757.5333333,77.33333333,5.333333333,1.966666667,32.66666667
1/13/2016 12:50,30,0,5.583333333,757.6166667,77.66666667,5.166666667,1.933333333,30.83333333
1/13/2016 13:00,30,0,5.5,757.7,78,5,1.9,29
1/13/2016 13:10,20,0,5.733333333,757.6833333,76.83333333,5,1.9,28.66666667
1/13/2016 13:20,20,0,5.966666667,757.6666667,75.66666667,5,1.9,28.33333333
1/13/2016 13:30,50,0,6.2,757.65,74.5,5,1.9,28
1/13/2016 13:40,40,0,6.433333333,757.6333333,73.33333333,5,1.9,27.66666667
1/13/2016 13:50,50,0,6.666666667,757.6166667,72.16666667,5,1.9,27.33333333
1/13/2016 14:00,40,0,6.9,757.6,71,5,1.9,27
1/13/2016 14:10,60,0,6.8,757.55,70.66666667,5.166666667,1.75,29.16666667
1/13/2016 14:20,40,0,6.7,757.5,70.33333333,5.333333333,1.6,31.33333333
1/13/2016 14:30,40,0,6.6,757.45,70,5.5,1.45,33.5
1/13/2016 14:40,50,0,6.5,757.4,69.66666667,5.666666667,1.3,35.66666667
1/13/2016 14:50,40,0,6.4,757.35,69.33333333,5.833333333,1.15,37.83333333
1/13/2016 15:00,40,0,6.3,757.3,69,6,1,40
1/13/2016 15:10,30,0,6.316666667,757.3166667,68,5.666666667,0.816666667,40
1/13/2016 15:20,30,0,6.333333333,757.3333333,67,5.333333333,0.633333333,40
1/13/2016 15:30,30,0,6.35,757.35,66,5,0.45,40
1/13/2016 15:40,40,0,6.366666667,757.3666667,65,4.666666667,0.266666667,40
1/13/2016 15:50,80,0,6.383333333,757.3833333,64,4.333333333,0.083333333,40
1/13/2016 16:00,70,0,6.4,757.4,63,4,-0.1,40
1/13/2016 16:10,80,0,6.166666667,757.3833333,64.33333333,3.833333333,-0.066666667,40
1/13/2016 16:20,70,0,5.933333333,757.3666667,65.66666667,3.666666667,-0.033333333,40
1/13/2016 16:30,80,0,5.7,757.35,67,3.5,0,40
1/13/2016 16:40,80,0,5.466666667,757.3333333,68.33333333,3.333333333,0.033333333,40
1/13/2016 16:50,100,0,5.233333333,757.3166667,69.66666667,3.166666667,0.066666667,40
1/13/2016 17:00,90,0,5,757.3,71,3,0.1,40
1/13/2016 17:10,100,10,4.783333333,757.3,72,3,0.083333333,40
1/13/2016 17:20,90,0,4.566666667,757.3,73,3,0.066666667,40
1/13/2016 17:30,110,0,4.35,757.3,74,3,0.05,40
1/13/2016 17:40,90,10,4.133333333,757.3,75,3,0.033333333,40
1/13/2016 17:50,100,0,3.916666667,757.3,76,3,0.016666667,40
1/13/2016 18:00,100,10,3.7,757.3,77,3,0,40
1/13/2016 18:10,110,0,3.533333333,757.3,79,3,0.166666667,38.16666667
1/13/2016 18:20,100,10,3.366666667,757.3,81,3,0.333333333,36.33333333
1/13/2016 18:30,90,10,3.2,757.3,83,3,0.5,34.5
1/13/2016 18:40,90,10,3.033333333,757.3,85,3,0.666666667,32.66666667
1/13/2016 18:50,180,10,2.866666667,757.3,87,3,0.833333333,30.83333333
1/13/2016 19:00,140,0,2.7,757.3,89,3,1,29
1/13/2016 19:10,100,10,2.783333333,757.2333333,88.83333333,3.333333333,1.066666667,29
1/13/2016 19:20,110,20,2.866666667,757.1666667,88.66666667,3.666666667,1.133333333,29
1/13/2016 19:30,340,20,2.95,757.1,88.5,4,1.2,29
1/13/2016 19:40,380,20,3.033333333,757.0333333,88.33333333,4.333333333,1.266666667,29
1/13/2016 19:50,210,30,3.116666667,756.9666667,88.16666667,4.666666667,1.333333333,29
1/13/2016 20:00,150,20,3.2,756.9,88,5,1.4,29
1/13/2016 20:10,330,20,3.166666667,756.9,88.16666667,5,1.4,30.83333333
1/13/2016 20:20,420,20,3.133333333,756.9,88.33333333,5,1.4,32.66666667
1/13/2016 20:30,330,20,3.1,756.9,88.5,5,1.4,34.5
1/13/2016 20:40,130,20,3.066666667,756.9,88.66666667,5,1.4,36.33333333
1/13/2016 20:50,130,20,3.033333333,756.9,88.83333333,5,1.4,38.16666667
1/13/2016 21:00,110,20,3,756.9,89,5,1.4,40
1/13/2016 21:10,250,10,2.95,756.8166667,88.83333333,5,1.316666667,38.16666667
1/13/2016 21:20,520,0,2.9,756.7333333,88.66666667,5,1.233333333,36.33333333
1/13/2016 21:30,360,0,2.85,756.65,88.5,5,1.15,34.5
1/13/2016 21:40,330,0,2.8,756.5666667,88.33333333,5,1.066666667,32.66666667
1/13/2016 21:50,310,0,2.75,756.4833333,88.16666667,5,0.983333333,30.83333333
1/13/2016 22:00,270,0,2.7,756.4,88,5,0.9,29
1/13/2016 22:10,230,0,2.783333333,756.3166667,87.66666667,5.166666667,0.916666667,30.83333333
1/13/2016 22:20,170,10,2.866666667,756.2333333,87.33333333,5.333333333,0.933333333,32.66666667
1/13/2016 22:30,60,0,2.95,756.15,87,5.5,0.95,34.5
1/13/2016 22:40,30,0,3.033333333,756.0666667,86.66666667,5.666666667,0.966666667,36.33333333
1/13/2016 22:50,30,0,3.116666667,755.9833333,86.33333333,5.833333333,0.983333333,38.16666667
1/13/2016 23:00,30,0,3.2,755.9,86,6,1,40
1/13/2016 23:10,40,0,3.133333333,755.8333333,86.5,5.833333333,1.033333333,38.16666667
1/13/2016 23:20,50,0,3.066666667,755.7666667,87,5.666666667,1.066666667,36.33333333
1/13/2016 23:30,50,0,3,755.7,87.5,5.5,1.1,34.5
1/13/2016 23:40,40,0,2.933333333,755.6333333,88,5.333333333,1.133333333,32.66666667
1/13/2016 23:50,40,0,2.866666667,755.5666667,88.5,5.166666667,1.166666667,30.83333333
1/14/2016 0:00,50,0,2.8,755.5,89,5,1.2,29
1/14/2016 0:10,50,0,2.816666667,755.3666667,89.16666667,5,1.233333333,28.66666667
1/14/2016 0:20,40,0,2.833333333,755.2333333,89.33333333,5,1.266666667,28.33333333
1/14/2016 0:30,60,0,2.85,755.1,89.5,5,1.3,28
1/14/2016 0:40,40,0,2.866666667,754.9666667,89.66666667,5,1.333333333,27.66666667
1/14/2016 0:50,40,0,2.883333333,754.8333333,89.83333333,5,1.366666667,27.33333333
1/14/2016 1:00,50,0,2.9,754.7,90,5,1.4,27
1/14/2016 1:10,40,0,2.883333333,754.5666667,90.5,5,1.45,27.16666667
1/14/2016 1:20,30,0,2.866666667,754.4333333,91,5,1.5,27.33333333
1/14/2016 1:30,30,0,2.85,754.3,91.5,5,1.55,27.5
1/14/2016 1:40,30,0,2.833333333,754.1666667,92,5,1.6,27.66666667
1/14/2016 1:50,40,0,2.816666667,754.0333333,92.5,5,1.65,27.83333333
1/14/2016 2:00,40,0,2.8,753.9,93,5,1.7,28
