ProductCode,Sales,week_date
6,3,7/29/2019
6,2,8/5/2019
6,11,8/12/2019
6,2,8/19/2019
6,1,8/26/2019
6,4,9/2/2019
6,4,9/9/2019
6,3,9/16/2019
6,2,9/23/2019
6,5,9/30/2019
6,4,10/7/2019
6,4,10/14/2019
6,2,10/21/2019
6,4,10/28/2019
6,3,11/4/2019
6,6,11/11/2019
6,5,11/18/2019
6,3,11/25/2019
6,3,12/2/2019
6,10,12/9/2019
6,6,12/16/2019
7,4,12/24/2018
7,8,12/31/2018
7,3,1/7/2019
7,7,1/14/2019
7,8,1/21/2019
7,7,1/28/2019
7,2,2/4/2019
7,3,2/11/2019
7,10,2/18/2019
7,3,2/25/2019
7,5,3/4/2019
7,2,3/11/2019
7,3,3/18/2019
7,4,3/25/2019
7,5,4/1/2019
7,3,4/8/2019
7,7,4/15/2019
7,10,4/22/2019
7,0,4/29/2019
7,3,5/6/2019
7,7,5/13/2019
7,5,5/20/2019
7,1,5/27/2019
7,5,6/3/2019
7,7,6/10/2019
7,5,6/17/2019
7,2,6/24/2019
7,4,7/1/2019
7,3,7/8/2019
7,1,7/15/2019
7,3,7/22/2019
7,2,7/29/2019
7,2,8/5/2019
7,4,8/12/2019
7,2,8/19/2019
7,6,8/26/2019
7,4,9/2/2019
7,5,9/9/2019
7,1,9/16/2019
7,3,9/23/2019
7,5,9/30/2019
7,8,10/7/2019
7,2,10/14/2019
7,3,10/21/2019
7,3,10/28/2019
7,6,11/4/2019
7,2,11/11/2019
7,6,11/18/2019
7,2,11/25/2019
7,4,12/2/2019
7,2,12/9/2019
7,1,12/16/2019
8,8,12/24/2018
8,6,12/31/2018
8,10,1/7/2019
8,9,1/14/2019
8,6,1/21/2019
8,8,1/28/2019
8,7,2/4/2019
8,5,2/11/2019
8,10,2/18/2019
8,10,2/25/2019
8,8,3/4/2019
8,8,3/11/2019
8,15,3/18/2019
8,9,3/25/2019
8,5,4/1/2019
8,11,4/8/2019
8,10,4/15/2019
8,7,4/22/2019
8,13,4/29/2019
8,9,5/6/2019
8,12,5/13/2019
8,11,5/20/2019
8,5,5/27/2019
8,11,6/3/2019
8,11,6/10/2019
8,12,6/17/2019
8,3,6/24/2019
8,10,7/1/2019
8,12,7/8/2019
8,9,7/15/2019
8,9,7/22/2019
8,10,7/29/2019
8,8,8/5/2019
8,9,8/12/2019
8,8,8/19/2019
8,9,8/26/2019
8,15,9/2/2019
8,6,9/9/2019
8,7,9/16/2019
8,8,9/23/2019
8,3,9/30/2019
8,9,10/7/2019
8,10,10/14/2019
8,14,10/21/2019
8,4,10/28/2019
8,8,11/4/2019
8,8,11/11/2019
8,6,11/18/2019
8,7,11/25/2019
8,4,12/2/2019
8,9,12/9/2019
8,9,12/16/2019
9,14,12/24/2018
9,9,12/31/2018
9,10,1/7/2019
9,7,1/14/2019
9,11,1/21/2019
9,15,1/28/2019
9,12,2/4/2019
9,7,2/11/2019
9,13,2/18/2019
9,12,2/25/2019
9,15,3/4/2019
9,15,3/11/2019
9,16,3/18/2019
9,10,3/25/2019
9,9,4/1/2019
9,9,4/8/2019
9,13,4/15/2019
9,8,4/22/2019
9,10,4/29/2019
9,18,5/6/2019
9,18,5/13/2019
9,17,5/20/2019
9,10,5/27/2019
9,16,6/3/2019
9,14,6/10/2019
9,10,6/17/2019
9,4,6/24/2019
9,7,7/1/2019
9,7,7/8/2019
9,10,7/15/2019
9,3,7/22/2019
9,13,7/29/2019
9,9,8/5/2019
9,7,8/12/2019
9,9,8/19/2019
9,8,8/26/2019
9,7,9/2/2019
9,9,9/9/2019
9,15,9/16/2019
9,8,9/23/2019
9,9,9/30/2019
9,8,10/7/2019
9,11,10/14/2019
9,5,10/21/2019
9,13,10/28/2019
9,3,11/4/2019
9,7,11/11/2019
9,7,11/18/2019
9,10,11/25/2019
9,12,12/2/2019
9,7,12/9/2019
9,13,12/16/2019
10,22,12/24/2018
10,19,12/31/2018
10,19,1/7/2019
10,29,1/14/2019
10,20,1/21/2019
10,16,1/28/2019
10,26,2/4/2019
10,20,2/11/2019
10,24,2/18/2019
10,20,2/25/2019
10,31,3/4/2019
10,22,3/11/2019
10,23,3/18/2019
10,19,3/25/2019
10,15,4/1/2019
10,19,4/8/2019
10,22,4/15/2019
10,23,4/22/2019
10,20,4/29/2019
10,33,5/6/2019
10,16,5/13/2019
10,23,5/20/2019
10,23,5/27/2019
10,16,6/3/2019
10,25,6/10/2019
10,27,6/17/2019
10,12,6/24/2019
10,15,7/1/2019
10,15,7/8/2019
10,11,7/15/2019
10,14,7/22/2019
10,29,7/29/2019
10,23,8/5/2019
10,12,8/12/2019
10,16,8/19/2019
10,9,8/26/2019
10,23,9/2/2019
10,22,9/9/2019
10,15,9/16/2019
10,18,9/23/2019
10,13,9/30/2019
10,17,10/7/2019
10,14,10/14/2019
10,17,10/21/2019
10,11,10/28/2019
10,24,11/4/2019
10,13,11/11/2019
10,16,11/18/2019
10,18,11/25/2019
10,23,12/2/2019
10,18,12/9/2019
10,20,12/16/2019
11,15,12/24/2018
11,7,12/31/2018
11,15,1/7/2019
11,14,1/14/2019
11,17,1/21/2019
11,7,1/28/2019
11,10,2/4/2019
11,16,2/11/2019
11,11,2/18/2019
11,8,2/25/2019
11,8,3/4/2019
11,10,3/11/2019
11,10,3/18/2019
11,12,3/25/2019
11,10,4/1/2019
11,16,4/8/2019
11,13,4/15/2019
11,10,4/22/2019
11,13,4/29/2019
11,13,5/6/2019
11,18,5/13/2019
11,12,5/20/2019
11,15,5/27/2019
11,9,6/3/2019
11,8,6/10/2019
11,5,6/17/2019
11,11,6/24/2019
11,8,7/1/2019
11,9,7/8/2019
11,10,7/15/2019
11,7,7/22/2019
11,12,7/29/2019
11,12,8/5/2019
11,9,8/12/2019
11,16,8/19/2019
11,11,8/26/2019
11,12,9/2/2019
11,10,9/9/2019
11,6,9/16/2019
11,19,9/23/2019
11,6,9/30/2019
11,12,10/7/2019
11,11,10/14/2019
11,16,10/21/2019
11,12,10/28/2019
11,11,11/4/2019
11,13,11/11/2019
11,8,11/18/2019
11,17,11/25/2019
11,10,12/2/2019
11,10,12/9/2019
11,21,12/16/2019
12,3,12/24/2018
12,4,12/31/2018
12,1,1/7/2019
12,6,1/14/2019
12,4,1/21/2019
12,3,1/28/2019
12,7,2/4/2019
12,3,2/11/2019
12,5,2/18/2019
12,3,2/25/2019
12,5,3/4/2019
12,6,3/11/2019
12,5,3/18/2019
12,0,3/25/2019
12,4,4/1/2019
12,0,4/8/2019
12,7,4/15/2019
12,1,4/22/2019
12,5,4/29/2019
12,5,5/6/2019
12,3,5/13/2019
12,7,5/20/2019
12,4,5/27/2019
12,4,6/3/2019
12,5,6/10/2019
12,6,6/17/2019
12,4,6/24/2019
12,0,7/1/2019
12,4,7/8/2019
12,4,7/15/2019
12,2,7/22/2019
12,2,7/29/2019
12,4,8/5/2019
12,6,8/12/2019
12,2,8/19/2019
12,5,8/26/2019
12,5,9/2/2019
12,5,9/9/2019
12,9,9/16/2019
12,2,9/23/2019
12,5,9/30/2019
12,4,10/7/2019
12,4,10/14/2019
12,2,10/21/2019
12,4,10/28/2019
12,5,11/4/2019
12,1,11/11/2019
12,3,11/18/2019
12,2,11/25/2019
12,4,12/2/2019
12,6,12/9/2019
12,3,12/16/2019
13,12,12/24/2018
13,10,12/31/2018
13,9,1/7/2019
13,6,1/14/2019
13,10,1/21/2019
13,11,1/28/2019
13,18,2/4/2019
13,8,2/11/2019
13,10,2/18/2019
13,17,2/25/2019
13,11,3/4/2019
13,12,3/11/2019
13,11,3/18/2019
13,13,3/25/2019
13,10,4/1/2019
13,8,4/8/2019
13,9,4/15/2019
13,10,4/22/2019
13,9,4/29/2019
13,8,5/6/2019
13,7,5/13/2019
13,5,5/20/2019
13,12,5/27/2019
13,10,6/3/2019
13,10,6/10/2019
13,5,6/17/2019
13,12,6/24/2019
13,7,7/1/2019
13,8,7/8/2019
13,0,7/15/2019
13,11,7/22/2019
13,7,7/29/2019
13,1,8/5/2019
13,15,8/12/2019
13,6,8/19/2019
13,9,8/26/2019
13,8,9/2/2019
13,12,9/9/2019
13,8,9/16/2019
13,4,9/23/2019
13,6,9/30/2019
13,4,10/7/2019
13,4,10/14/2019
13,9,10/21/2019
13,5,10/28/2019
13,8,11/4/2019
13,7,11/11/2019
13,19,11/18/2019
13,14,11/25/2019
13,11,12/2/2019
13,9,12/9/2019
13,5,12/16/2019
14,14,12/24/2018
14,12,12/31/2018
14,9,1/7/2019
14,11,1/14/2019
14,13,1/21/2019
14,12,1/28/2019
14,8,2/4/2019
14,12,2/11/2019
14,13,2/18/2019
14,10,2/25/2019
14,10,3/4/2019
14,17,3/11/2019
14,14,3/18/2019
14,14,3/25/2019
14,25,4/1/2019
14,18,4/8/2019
14,13,4/15/2019
14,22,4/22/2019
14,12,4/29/2019
14,21,5/6/2019
14,15,5/13/2019
14,17,5/20/2019
14,11,5/27/2019
14,15,6/3/2019
14,12,6/10/2019
14,17,6/17/2019
14,11,6/24/2019
14,5,7/1/2019
14,7,7/8/2019
14,7,7/15/2019
14,8,7/22/2019
14,9,7/29/2019
14,5,8/5/2019
14,11,8/12/2019
14,9,8/19/2019
14,8,8/26/2019
14,13,9/2/2019
14,12,9/9/2019
14,7,9/16/2019
14,8,9/23/2019
14,12,9/30/2019
14,7,10/7/2019
14,14,10/14/2019
14,6,10/21/2019
14,3,10/28/2019
14,9,11/4/2019
14,15,11/11/2019
14,8,11/18/2019
14,11,11/25/2019
14,13,12/2/2019
14,12,12/9/2019
14,18,12/16/2019
15,19,12/24/2018
15,45,12/31/2018
15,47,1/7/2019
15,42,1/14/2019
15,29,1/21/2019
15,44,1/28/2019
15,43,2/4/2019
15,36,2/11/2019
15,25,2/18/2019
15,52,2/25/2019
15,39,3/4/2019
15,42,3/11/2019
15,43,3/18/2019
15,42,3/25/2019
15,43,4/1/2019
15,51,4/8/2019
15,40,4/15/2019
15,44,4/22/2019
15,30,4/29/2019
15,39,5/6/2019
15,39,5/13/2019
15,36,5/20/2019
15,32,5/27/2019
15,39,6/3/2019
15,30,6/10/2019
15,22,6/17/2019
15,25,6/24/2019
15,34,7/1/2019
15,28,7/8/2019
15,29,7/15/2019
15,24,7/22/2019
15,29,7/29/2019
15,25,8/5/2019
15,38,8/12/2019
15,40,8/19/2019
15,36,8/26/2019
15,42,9/2/2019
15,22,9/9/2019
15,33,9/16/2019
15,30,9/23/2019
15,21,9/30/2019
15,31,10/7/2019
15,38,10/14/2019
15,35,10/21/2019
15,33,10/28/2019
15,30,11/4/2019
15,37,11/11/2019
15,30,11/18/2019
15,30,11/25/2019
15,34,12/2/2019
15,38,12/9/2019
15,20,12/16/2019
16,30,12/24/2018
16,27,12/31/2018
16,27,1/7/2019
16,43,1/14/2019
16,29,1/21/2019
16,32,1/28/2019
16,49,2/4/2019
16,41,2/11/2019
16,49,2/18/2019
16,38,2/25/2019
16,42,3/4/2019
16,30,3/11/2019
16,43,3/18/2019
16,43,3/25/2019
16,54,4/1/2019
16,48,4/8/2019
16,34,4/15/2019
16,36,4/22/2019
16,44,4/29/2019
16,43,5/6/2019
16,44,5/13/2019
16,28,5/20/2019
16,35,5/27/2019
16,29,6/3/2019
16,43,6/10/2019
16,30,6/17/2019
16,27,6/24/2019
16,30,7/1/2019
16,29,7/8/2019
16,35,7/15/2019
16,42,7/22/2019
16,39,7/29/2019
16,38,8/5/2019
16,38,8/12/2019
16,38,8/19/2019
16,34,8/26/2019
16,32,9/2/2019
16,31,9/9/2019
16,33,9/16/2019
16,32,9/23/2019
16,36,9/30/2019
16,34,10/7/2019
16,40,10/14/2019
16,30,10/21/2019
16,33,10/28/2019
16,39,11/4/2019
16,42,11/11/2019
16,45,11/18/2019
16,31,11/25/2019
16,31,12/2/2019
16,23,12/9/2019
16,22,12/16/2019
17,49,12/24/2018
17,40,12/31/2018
17,40,1/7/2019
17,28,1/14/2019
17,40,1/21/2019
17,47,1/28/2019
17,44,2/4/2019
17,45,2/11/2019
17,39,2/18/2019
17,33,2/25/2019
17,39,3/4/2019
17,37,3/11/2019
17,33,3/18/2019
17,52,3/25/2019
17,29,4/1/2019
17,45,4/8/2019
17,34,4/15/2019
17,43,4/22/2019
17,40,4/29/2019
17,50,5/6/2019
17,29,5/13/2019
17,36,5/20/2019
17,32,5/27/2019
17,28,6/3/2019
17,35,6/10/2019
17,30,6/17/2019
17,22,6/24/2019
17,23,7/1/2019
17,20,7/8/2019
17,17,7/15/2019
17,24,7/22/2019
17,26,7/29/2019
17,20,8/5/2019
17,30,8/12/2019
17,28,8/19/2019
17,35,8/26/2019
17,41,9/2/2019
17,29,9/9/2019
17,35,9/16/2019
17,30,9/23/2019
17,40,9/30/2019
17,28,10/7/2019
17,36,10/14/2019
17,31,10/21/2019
17,36,10/28/2019
17,35,11/4/2019
17,43,11/11/2019
17,28,11/18/2019
17,30,11/25/2019
17,30,12/2/2019
17,26,12/9/2019
17,25,12/16/2019
18,40,12/24/2018
18,38,12/31/2018
18,39,1/7/2019
18,38,1/14/2019
18,39,1/21/2019
18,33,1/28/2019
18,28,2/4/2019
18,44,2/11/2019
18,36,2/18/2019
18,36,2/25/2019
18,23,3/4/2019
18,38,3/11/2019
18,38,3/18/2019
18,41,3/25/2019
18,43,4/1/2019
18,27,4/8/2019
18,38,4/15/2019
18,31,4/22/2019
18,43,4/29/2019
18,32,5/6/2019
18,35,5/13/2019
18,38,5/20/2019
18,48,5/27/2019
18,38,6/3/2019
18,30,6/10/2019
18,21,6/17/2019
18,20,6/24/2019
18,22,7/1/2019
18,24,7/8/2019
18,23,7/15/2019
18,31,7/22/2019
18,23,7/29/2019
18,33,8/5/2019
18,31,8/12/2019
18,39,8/19/2019
18,30,8/26/2019
18,30,9/2/2019
18,34,9/9/2019
18,31,9/16/2019
18,21,9/23/2019
18,21,9/30/2019
18,39,10/7/2019
18,30,10/14/2019
18,29,10/21/2019
18,29,10/28/2019
18,41,11/4/2019
18,35,11/11/2019
18,22,11/18/2019
18,28,11/25/2019
18,29,12/2/2019
18,29,12/9/2019
18,23,12/16/2019
19,26,12/24/2018
19,31,12/31/2018
19,45,1/7/2019
19,36,1/14/2019
19,31,1/21/2019
19,28,1/28/2019
19,28,2/4/2019
19,34,2/11/2019
19,42,2/18/2019
19,40,2/25/2019
19,43,3/4/2019
19,35,3/11/2019
19,30,3/18/2019
19,33,3/25/2019
19,40,4/1/2019
19,45,4/8/2019
19,48,4/15/2019
19,35,4/22/2019
19,30,4/29/2019
19,29,5/6/2019
19,39,5/13/2019
19,41,5/20/2019
19,30,5/27/2019
19,34,6/3/2019
19,28,6/10/2019
19,22,6/17/2019
19,31,6/24/2019
19,29,7/1/2019
19,30,7/8/2019
19,34,7/15/2019
19,26,7/22/2019
19,28,7/29/2019
19,32,8/5/2019
19,31,8/12/2019
19,27,8/19/2019
19,40,8/26/2019
19,33,9/2/2019
19,34,9/9/2019
19,31,9/16/2019
19,19,9/23/2019
19,48,9/30/2019
19,21,10/7/2019
19,31,10/14/2019
19,19,10/21/2019
19,24,10/28/2019
19,32,11/4/2019
19,36,11/11/2019
19,30,11/18/2019
19,33,11/25/2019
19,29,12/2/2019
19,27,12/9/2019
19,29,12/16/2019
20,13,12/24/2018
20,17,12/31/2018
20,11,1/7/2019
20,10,1/14/2019
20,7,1/21/2019
20,11,1/28/2019
20,17,2/4/2019
20,8,2/11/2019
20,12,2/18/2019
20,10,2/25/2019
20,8,3/4/2019
20,9,3/11/2019
20,8,3/18/2019
20,10,3/25/2019
20,10,4/1/2019
20,13,4/8/2019
20,11,4/15/2019
20,10,4/22/2019
20,7,4/29/2019
20,8,5/6/2019
20,8,5/13/2019
20,8,5/20/2019
20,9,5/27/2019
20,7,6/3/2019
20,10,6/10/2019
20,8,6/17/2019
20,8,6/24/2019
20,9,7/1/2019
20,8,7/8/2019
20,9,7/15/2019
20,7,7/22/2019
20,7,7/29/2019
20,5,8/5/2019
20,5,8/12/2019
20,4,8/19/2019
20,5,8/26/2019
20,8,9/2/2019
20,8,9/9/2019
20,9,9/16/2019
20,8,9/23/2019
20,9,9/30/2019
20,9,10/7/2019
20,7,10/14/2019
20,8,10/21/2019
20,8,10/28/2019
20,9,11/4/2019
20,17,11/11/2019
20,2,11/18/2019
20,9,11/25/2019
20,6,12/2/2019
20,12,12/9/2019
20,9,12/16/2019
21,12,12/24/2018
21,5,12/31/2018
21,9,1/7/2019
21,8,1/14/2019
21,9,1/21/2019
21,6,1/28/2019
21,10,2/4/2019
21,13,2/11/2019
21,6,2/18/2019
21,12,2/25/2019
21,13,3/4/2019
21,10,3/11/2019
21,15,3/18/2019
21,12,3/25/2019
21,8,4/1/2019
21,12,4/8/2019
21,12,4/15/2019
21,9,4/22/2019
21,12,4/29/2019
21,8,5/6/2019
21,9,5/13/2019
21,13,5/20/2019
21,10,5/27/2019
21,7,6/3/2019
21,9,6/10/2019
21,4,6/17/2019
21,11,6/24/2019
21,3,7/1/2019
21,3,7/8/2019
21,3,7/15/2019
21,7,7/22/2019
21,6,7/29/2019
21,9,8/5/2019
21,9,8/12/2019
21,14,8/19/2019
21,10,8/26/2019
21,7,9/2/2019
21,7,9/9/2019
21,7,9/16/2019
21,8,9/23/2019
21,7,9/30/2019
21,8,10/7/2019
21,13,10/14/2019
21,5,10/21/2019
21,8,10/28/2019
21,10,11/4/2019
21,10,11/11/2019
21,11,11/18/2019
21,11,11/25/2019
21,12,12/2/2019
21,5,12/9/2019
21,5,12/16/2019
22,8,12/24/2018
22,14,12/31/2018
22,8,1/7/2019
22,9,1/14/2019
22,17,1/21/2019
22,6,1/28/2019
22,17,2/4/2019
22,15,2/11/2019
22,11,2/18/2019
22,13,2/25/2019
22,9,3/4/2019
22,18,3/11/2019
22,5,3/18/2019
22,8,3/25/2019
22,12,4/1/2019
22,6,4/8/2019
22,17,4/15/2019
22,9,4/22/2019
22,10,4/29/2019
22,6,5/6/2019
22,9,5/13/2019
22,17,5/20/2019
22,10,5/27/2019
22,9,6/3/2019
22,9,6/10/2019
22,1,6/17/2019
22,4,6/24/2019
22,4,7/1/2019
22,10,7/8/2019
22,9,7/15/2019
22,9,7/22/2019
22,5,7/29/2019
22,5,8/5/2019
22,7,8/12/2019
22,10,8/19/2019
22,11,8/26/2019
22,8,9/2/2019
22,8,9/9/2019
22,11,9/16/2019
22,10,9/23/2019
22,9,9/30/2019
22,6,10/7/2019
22,7,10/14/2019
22,3,10/21/2019
22,7,10/28/2019
22,12,11/4/2019
22,11,11/11/2019
22,15,11/18/2019
22,13,11/25/2019
22,4,12/2/2019
22,11,12/9/2019
22,5,12/16/2019
23,3,12/24/2018
23,5,12/31/2018
23,4,1/7/2019
23,3,1/14/2019
23,3,1/21/2019
23,2,1/28/2019
23,5,2/4/2019
23,4,2/11/2019
23,5,2/18/2019
23,5,2/25/2019
23,7,3/4/2019
23,7,3/11/2019
23,5,3/18/2019
23,4,3/25/2019
23,6,4/1/2019
23,6,4/8/2019
23,6,4/15/2019
23,8,4/22/2019
23,4,4/29/2019
23,4,5/6/2019
23,3,5/13/2019
23,3,5/20/2019
23,3,5/27/2019
23,4,6/3/2019
23,9,6/10/2019
23,4,6/17/2019
23,6,6/24/2019
23,5,7/1/2019
23,4,7/8/2019
23,3,7/15/2019
23,2,7/22/2019
23,3,7/29/2019
23,1,8/5/2019
23,3,8/12/2019
23,4,8/19/2019
23,5,8/26/2019
23,6,9/2/2019
23,5,9/9/2019
23,2,9/16/2019
23,5,9/23/2019
23,3,9/30/2019
23,6,10/7/2019
23,3,10/14/2019
23,3,10/21/2019
23,4,10/28/2019
23,5,11/4/2019
23,2,11/11/2019
23,1,11/18/2019
23,6,11/25/2019
23,2,12/2/2019
23,4,12/9/2019
23,0,12/16/2019
24,36,12/24/2018
24,42,12/31/2018
24,27,1/7/2019
24,33,1/14/2019
24,40,1/21/2019
24,48,1/28/2019
24,38,2/4/2019
24,39,2/11/2019
24,41,2/18/2019
24,39,2/25/2019
24,44,3/4/2019
24,35,3/11/2019
24,53,3/18/2019
24,52,3/25/2019
24,43,4/1/2019
24,45,4/8/2019
24,41,4/15/2019
24,42,4/22/2019
24,43,4/29/2019
24,26,5/6/2019
24,35,5/13/2019
24,29,5/20/2019
24,48,5/27/2019
24,24,6/3/2019
24,33,6/10/2019
24,34,6/17/2019
24,23,6/24/2019
24,24,7/1/2019
24,26,7/8/2019
24,28,7/15/2019
24,32,7/22/2019
24,34,7/29/2019
24,38,8/5/2019
24,40,8/12/2019
24,32,8/19/2019
24,31,8/26/2019
24,50,9/2/2019
24,36,9/9/2019
24,43,9/16/2019
24,42,9/23/2019
24,32,9/30/2019
24,32,10/7/2019
24,38,10/14/2019
24,36,10/21/2019
24,39,10/28/2019
24,32,11/4/2019
24,31,11/11/2019
24,39,11/18/2019
24,23,11/25/2019
24,40,12/2/2019
24,32,12/9/2019
24,14,12/16/2019
25,26,12/24/2018
25,28,12/31/2018
25,33,1/7/2019
25,32,1/14/2019
25,20,1/21/2019
25,33,1/28/2019
25,42,2/4/2019
25,29,2/11/2019
25,24,2/18/2019
25,32,2/25/2019
25,45,3/4/2019
25,41,3/11/2019
25,35,3/18/2019
25,39,3/25/2019
25,32,4/1/2019
25,36,4/8/2019
25,31,4/15/2019
25,32,4/22/2019
25,48,4/29/2019
25,26,5/6/2019
25,34,5/13/2019
25,30,5/20/2019
