customerID,TotChargesAct
3016-KSVCP,1009.25
4767-HZZHQ,2570.2
2424-WVHPL,74.7
7233-PAHHL,5714.25
6067-NGCEU,7107
9848-JQJTX,7459.05
8637-XJIVR,927.35
9803-FTJCG,4748.7
0278-YXOOG,113.85
3212-KXOCR,1107.2
4598-XLKNJ,2514.5
6380-ARCEH,20.2
3679-XASPY,19.45
7123-WQUHX,3605.6
5386-THSLQ,3027.25
3192-NQECA,7611.85
6180-YBIQI,100.2
6728-DKUCO,7303.05
9750-BOOHV,927.65
8597-CWYHH,3921.3
2848-YXSMW,1363.25
0486-HECZI,5238.9
4549-ZDQYY,3042.25
5712-AHQNN,3954.1
4846-WHAFZ,2868.15
5256-SKJGO,3423.5
3071-VBYPO,248.4
9560-BBZXK,1126.35
5299-RULOA,1064.65
8402-OOOHJ,835.15
9445-ZUEQE,2151.6
1091-SOZGA,5515.45
2928-HLDBA,112.75
0404-SWRVG,229.55
6497-TILVL,350.35
7219-TLZHO,62.9
4622-YNKIJ,3027.65
4412-YLTKF,2135.5
6734-PSBAW,1723.95
3930-ZGWVE,19.75
2639-UGMAZ,3985.35
2876-GZYZC,1215.65
6207-WIOLX,1502.65
8587-XYZSF,3260.1
3091-FYHKI,35.45
2372-HWUHI,81.25
7799-LGRDP,1188.2
7850-VWJUU,1778.5
3774-VBNXY,1277.75
6217-KDYWC,1170.55
0390-DCFDQ,70.45
3146-MSEGF,6425.65
4080-OGPJL,563.65
1095-WGNGG,5971.25
2636-SJDOU,5289.05
1131-QQZEB,1756.2
5716-EZXZN,6416.7
6837-BJYDQ,61.35
2135-RXIHG,45.65
6440-DKQGE,1929.95
3466-BYAVD,1071.4
3780-YVMFA,564.35
3874-EQOEP,655.5
1679-JRFBR,7930.55
9073-ZZIAY,5215.25
3077-RSNTJ,113.5
6551-GNYDG,1152.8
9167-APMXZ,1821.95
2749-CTKAJ,419.9
6371-NZYEG,1024
7554-NEWDD,251.6
8992-VONJD,764.55
0867-MKZVY,1592.35
4482-EWFMI,135.2
4648-YPBTM,3958.25
2907-ILJBN,233.9
6345-FZOQH,1363.45
3376-BMGFE,273
5997-OPVFA,6254.45
3445-HXXGF,2651.2
1159-WFSGR,321.4
7654-YWJUF,3539.25
1875-QIVME,242.8
6727-IOTLZ,1181.75
0691-JVSYA,5000.2
5918-VUKWP,654.55
1744-JHKYS,780.2
2656-FMOKZ,1145.7
2070-FNEXE,503.6
5947-SGKCL,1559.25
3712-PKXZA,1252
6317-YPKDH,29.95
6582-OIVSP,45.3
9367-WXLCH,662.65
5524-KHNJP,2453.3
1918-ZBFQJ,1111.65
1024-GUALD,24.8
4827-USJHP,1023.85
8167-GJLRN,82.15
0956-SYCWG,244.8
8017-UVSZU,2379.1
7100-FQPRV,3173.35
2472-OVKUP,531
2984-RGEYA,1375.4
9680-NIAUV,8129.3
2146-EGVDT,1192.7
2604-IJPDU,1901.65
9178-JHUVJ,587.4
6168-YBYNP,6519.75
7255-SSFBC,8041.65
3645-DEYGF,20.75
9323-HGFWY,2681.15
8544-GOQSH,1112.3
3363-DTIVD,7405.5
7018-WBJNK,1033.95
9142-KZXOP,2958.95
7674-YTAFD,2684.85
6348-SNFUS,4179.2
1285-OKIPP,79.9
7825-ECJRF,1934.45
1347-KTTTA,6654.1
7841-TZDMQ,84.5
4195-NZGTA,25.25
7157-SMCFK,1124.2
4709-LKHYG,540.05
2504-DSHIH,1975.85
0699-NDKJM,3437.45
9286-BHDQG,3139.8
0230-WEQUW,3789.2
2040-LDIWQ,5324.5
6496-JDSSB,624.6
9408-SSNVZ,268.35
4443-EMBNA,1836.9
6469-MRVET,20.2
0742-MOABM,179.35
5961-VUSRV,219.35
6778-JFCMK,1288.75
6341-JVQGF,2545.75
2232-DMLXU,55.2
4811-JBUVU,2723.15
0945-TSONX,4107.25
2651-ZCBXV,5760.65
3316-UWXUY,4747.5
8937-RDTHP,84.6
7083-MIOPC,1566.9
1984-GPTEH,702
1251-KRREG,114.1
0621-JFHOL,299.05
9903-LYSAB,1305.95
0094-OIFMO,1120.3
9227-UAQFT,284.35
7301-ABVAD,6350.5
6614-FHDBO,7878.3
7576-ASEJU,3187.65
9058-HRZSV,6126.15
4522-AKYLR,731.3
0221-WMXNQ,273.4
0303-UNCIP,2531.8
9947-OTFQU,1074.3
0322-YINQP,48.55
0959-WHOKV,4298.45
4075-JFPGR,4619.55
4629-NRXKX,147.15
9514-JDSKI,40.2
3282-ZISZV,2633.3
3675-YDUPJ,193.05
4111-BNXIF,4103.9
7017-VFHAY,7008.15
6655-LHBYW,5791.1
4959-JOSRX,80.55
5046-NUHWD,1228.65
7273-TEFQD,132.2
3606-TWKGI,1364.3
7529-ZDFXI,4925.35
7605-BDWDC,1520.1
1950-KSVVJ,5032.25
0123-CRBRT,5526.75
6292-TOSSS,1195.25
3197-ARFOY,2007.25
6323-AYBRX,1099.6
7014-ZZXAW,1732.95
4385-GZQXV,1511.2
7633-MVPUY,3450.15
6366-ZGQGL,24.8
4716-HHKQH,2172.05
5940-AHUHD,70.6
6432-TWQLB,401.1
4484-GLZOU,5624.85
3179-GBRWV,1339.8
8645-KWHJO,771.95
4130-MZLCC,244.75
0314-TKOSI,322.9
8229-MYEJZ,498.25
2080-SRCDE,25.4
9577-WJVCQ,3687.75
9512-UIBFX,1779.95
6202-DYYFX,1783.6
3808-HFKDE,927.15
5583-SXDAG,70
3488-PGMQJ,606.55
3580-REOAC,435.4
7534-BFESC,1712.7
3727-OWVYD,2021.2
2294-SALNE,1940.8
4847-TAJYI,567.8
1563-IWQEX,220.35
8203-XJZRC,20.25
6556-DBKZF,5436.45
6851-WEFYX,3437.5
2985-JUUBZ,3015.75
6390-DSAZX,73.6
0895-LMRSF,1509.8
8098-LLAZX,396.1
8266-VBFQL,356.65
8181-YHCMF,4109
2240-HSJQD,3141.7
1248-DYXUB,1229.1
0265-EDXBD,2303.35
4115-BNPJY,2054.4
3167-SNQPL,3741.85
4091-TVOCN,3682.45
1098-TDVUQ,19.25
7277-OZCGZ,1886.25
1557-EMYVT,4895.1
2799-ARNLO,341.6
7563-BIUPC,415.55
5027-YOCXN,5686.4
3973-SKMLN,1355.1
2321-OMBXY,3058.65
2840-XANRC,2231.05
6745-JEFZB,3236.35
5020-ZSTTY,4350.1
9880-TDQAC,4264
8705-WZCYL,44.8
7102-JJVTX,422.3
8626-PTQGE,4176.7
4983-CLMLV,5138.1
5701-YVSVF,880.05
5804-LEPIM,139.05
5697-GOMBF,973.65
2739-CACDQ,1470.05
9385-EHGDO,739.35
9498-FIMXL,161.95
2379-GYFLQ,4422.95
0122-OAHPZ,511.25
2868-SNELZ,155.8
4322-RCYMT,5293.95
6680-NENYN,4759.85
2088-IEBAU,6148.45
7982-VCELR,3565.65
1343-EHPYB,6603
6035-BXTTY,1830.1
6885-PKOAM,6223.8
7520-HQWJU,4508.65
9639-BUJXT,1328.15
5924-SNGKP,865
0021-IKXGC,72.1
2034-GDRCN,168.2
8966-SNIZF,1303.5
6243-OZGFH,996.85
4654-DLAMQ,6430.9
0513-RBGPE,2278.75
5160-UXJED,681.4
4115-NZRKS,574.35
0219-YTZUE,371.9
0623-IIHUG,840.1
4572-DVCGN,846
3351-NGXYI,889
8984-EYLLL,6823.4
9057-MSWCO,805.1
9833-TGFHX,4016.75
9294-TDIPC,83.75
5229-DTFYB,3959.15
0104-PPXDV,2878.55
5176-LMJXE,945.7
3583-KRKMD,1373.05
1010-DIAUQ,492.55
9069-LGEUL,1406
7302-ZHMHP,19.15
9571-EDEBV,6962.85
3520-FJGCV,8126.65
6563-VRERX,690.25
0259-GBZSH,181.5
6122-EFVKN,830.8
2805-EDJPQ,5608.4
6862-CQUMB,3646.8
7156-MXBJE,3662.25
6158-HDPXZ,25.35
9601-BRXPO,2566.5
2863-IMQDR,5308.7
5686-CMAWK,1410.25
5651-CRHKQ,3339.05
6905-NIQIN,50.65
8204-YJCLA,4732.35
5167-ZFFMM,90.85
6583-SZVGP,5067.45
4895-TMWIR,214.75
0533-BNWKF,4874.7
1708-PBBOA,2348.45
8782-LKFPK,4063
5522-JBWMO,44
3597-MVHJT,2595.25
9774-NRNAU,2309.55
0224-RLWWD,89.3
9967-ATRFS,367.55
3951-NJCVI,3944.5
2977-CEBSX,5965.95
0177-PXBAT,3694.7
6599-CEBNN,2524.45
2519-ERQOJ,1803.7
5876-QMYLD,415.1
2277-AXSDC,624.15
9442-JTWDL,237.7
0979-PHULV,7007.6
3067-SVMTC,3848.8
5495-GPSRW,419.4
7606-BPHHN,1468.75
4742-DRORA,5812
0111-KLBQG,2861.45
4800-VHZKI,19.9
7989-CHGTL,19.6
0334-GDDSO,233.7
4163-NCJAK,1066.15
5233-AOZUF,2149.05
5973-EJGDP,4473
1996-DBMUS,3545.05
7916-VCCPB,1195.75
4686-GEFRM,6858.9
5249-QYHEX,1024.7
0578-SKVMF,1845.9
5564-NEMQO,75.3
2233-FAGXV,132.25
5605-IYGFG,515.45
7663-ZTEGJ,2830.45
3935-TBRZZ,1110.5
8111-BKVDS,449.3
2055-SIFSS,2838.55
2806-MLNTI,5376.4
8734-DKSTZ,858.6
4360-PNRQB,1395.05
6152-ONASV,3975.7
9063-ZGTUY,1182.55
7781-HVGMK,4784.45
2181-UAESM,119.5
2957-LOLHO,518.9
6048-NJXHX,899.45
2320-SLKMB,1183.8
4980-URKXC,720.05
4376-KFVRS,8468.2
5886-VLQVU,3161.2
3577-AMVUX,55.05
0771-WLCLA,1882.55
5628-RKIFK,5070.4
0206-TBWLC,6049.5
2937-FTHUR,1166.7
1910-FMXJM,2937.65
7752-XUSCI,6396.45
4110-PFEUZ,69.55
0732-OCQOC,1270.25
5168-MSWXT,759.55
1090-ESELR,7611.55
8592-PLTMQ,1642.75
5760-WRAHC,1545.4
8847-GEOOQ,3582.4
0256-LTHVJ,2227.1
4785-FCIFB,1417.9
8313-NDOIA,2494.65
5149-CUZUJ,2768.35
0942-KOWSM,2369.3
4237-CLSMM,38
1452-VOQCH,75.1
4719-UMSIY,100.9
6614-VBEGU,1614.05
0880-TKATG,385.9
3811-VBYBZ,673.25
1480-BKXGA,8404.9
2996-XAUVF,2799.75
9076-AXYIK,6538.45
5968-XQIVE,6588.95
8896-RAZCR,868.1
4640-UHDOS,734.35
4933-IKULF,330.6
3583-EKAPL,55
1304-BCCFO,564.4
4104-PVRPS,1315.35
9399-APLBT,74.7
2359-KMGLI,1861.5
3780-DDGSE,2747.2
4431-EDMIQ,554.05
0306-JAELE,453.4
6227-HWPWX,994.8
0486-LGCCH,225.75
0447-BEMNG,2145
4612-SSVHJ,1671.6
5168-MQQCA,8003.8
5949-XIKAE,680.05
7971-HLVXI,6130.85
9094-AZPHK,1415
3649-JPUGY,6201.95
4472-LVYGI, 
8372-JUXUI,74.35
3552-CTCYF,6597.25
6778-YSNIH,114.15
0388-EOPEX,139.4
5756-OZRIO,3902.6
6579-JPICP,20.4
8205-OTCHB,903.6
4134-BSXLX,1785.65
0505-SPOOW,1397.65
6235-VDHOM,131.05
7783-YKGDV,1238.45
4374-YMUSQ,3899.05
4513-CXYIX,5676
3957-HHLMR,4543.15
7803-XOCCZ,4326.8
5736-YEJAX,5502.55
5609-CEBID,1782.4
8981-FJGLA,851.8
7218-HKQFK,167.5
4636-QRJKY,502.85
1135-LMECX,19.85
4332-MUOEZ,1818.3
8535-SFUTN,6300.15
5956-VKDTT,334.8
8677-HDZEE,5916.95
2475-MROZF,2852.4
9412-GHEEC,4131.95
3482-ABPKK,1546.3
6705-LXORM,302.6
0257-ZESQC,1929.35
7531-GQHME,265.45
5174-ITUMV,6989.45
4109-CYRBD,1442
0913-XWSCN,4713.4
6825-UYPFK,1758.6
8397-MVTAZ,3480
0750-EBAIU,4738.3
8606-CIQUL,8399.15
3571-DPYUH,5430.35
7601-GNDYK,686.95
0356-OBMAC,5706.3
8067-NIOYM,490.65
1403-GYAFU,1360.25
4234-XTNEA,174.45
1297-VQDRP,7379.8
9282-IZGQK,85
5348-CAGXB,1021.75
0621-HJWXJ,5029.05
5844-QVTAT,1955.4
8905-IAZPF,6744.2
5394-MEITZ,4946.7
6859-QNXIQ,8248.5
2782-LFZVW,601.6
2866-IKBTM,19.55
1342-JPNKI,834.1
2817-NTQDO,597
7129-AZJDE,2647.2
6986-IJDHX,3266
2560-PPCHE,6744.25
4676-MQUEA,5265.5
8138-EALND,311.6
3580-HYCSP,7966.9
1352-HNSAW,8220.4
2075-PUEPR,1153.25
1982-FEBTD,514.75
5301-GAUUY,2596.15
5791-KAJFD,3808
2654-VBVPB,19.9
1154-HYWWO,2708.2
2501-XWWTZ,760.05
3716-UVSPD,49.3
6815-ABQFQ,6033.3
7343-EOBEU,89.05
3701-SFMUH,516.15
6103-LIANB,5861.75
7319-VENRZ,445.95
5846-NEQVZ,4973.4
6967-QIQRV,1667.25
5781-RFZRP,5357.75
0939-YAPAF,3527.6
0308-IVGOK,422.6
7293-LSCDV,1103.25
7025-WCBNE,2754
5756-JYOJT,697.25
4710-FDUIZ,5614.45
6030-REHUX,3204.4
9548-LIGTA,4747.65
5150-LJNSR,3082.1
8270-RKSAP,597.9
6522-YRBXD,3365.4
2640-LYMOV,38.8
1218-VKFPE,233.55
3627-FHKBK,75.3
2865-TCHJW,346.2
1423-BMPBQ,19
2393-DIVAI,61.7
5192-EBGOV,85.7
4568-KNYWR,3342.45
8752-IMQOS,85.1
0742-LAFQK,7422.1
0795-LAFGP,6668.05
0619-OLYUR,8071.05
5512-IDZEI,1174.8
0459-SPZHJ,5435
0215-BQKGS,2438.6
9244-ZVAPM,45.6
0719-SYFRB,713.75
8208-EUMTE,916.15
5172-MIGPM,237.2
1710-RCXUS,4614.55
0374-FIUCA,1414.45
5839-SUYVZ,1170.5
5173-ZXXXL,47.7
1096-ADRUX,4859.25
2001-MCUUW,4903.2
2731-GJRDG,3608
4723-BEGSG,6094.25
6516-NKQBO,3084.9
8672-OAUPW,2356.75
8207-DMRVL,8306.05
3419-SNJJD,6786.4
6543-CPZMK,248.95
4765-OXPPD,663.05
2804-ETQDK,1357.1
6689-VRRTK,4860.35
7138-GIRSH,3418.2
9396-ZSFLL,631.4
6464-KEXXH,186.3
7134-MJPDY,6976.75
5240-CAOYT,4884.85
4059-IIEBK,522.95
4881-JVQOD,362.6
0516-UXRMT,5755.8
4851-BQDNX,3355.65
5148-HKFIR,406.95
1009-IRMNA,137.6
3003-CMDUU,2395.7
5016-IBERQ,1968.1
6797-UCJHZ,6819.45
2469-DTSGX,7943.45
4554-YGZIH,4547.25
5099-BAILX,4687.9
9931-KGHOA,2473.95
1775-KWJKQ,6562.9
7665-VIGUD,176.3
9411-TPQQV,2236.2
7207-RMRDB,6985.65
7954-MLBUN,3109.9
2077-DDHJK,4911.35
4913-EHYUI,5794.65
0195-IESCP,855.3
9574-BOSMD,1620.2
4580-TMHJU,2499.3
0970-ETWGE,89.55
4908-XAXAY,4287.2
8404-VLQFB,394.85
1626-ERCMM,1899.65
0887-HJGAR,45.7
2391-IPLOP,3442.15
5644-PDMZC,161.5
3509-GWQGF,1732.6
9576-ANLXO,222.3
2024-BASKD,74.6
5845-BZZIB,655.3
1140-UKVZG,475.25
4160-AMJTL,164.3
5183-SNMJQ,865.1
8100-PNJMH,6132.7
7838-LAZFO,3597.5
4464-JCOLN,35.9
2085-JVGAD,697.65
5650-VDUDS,96.05
8095-WANWK,428.7
3030-ZKIWL,20.05
9565-FLVCG,4459.15
8755-OGKNA,1167.6
2800-VEQXM,238.1
7538-GWHML,145.15
5533-RJFTJ,1453.1
3859-CVCET,191.05
0214-JHPFW,4039.3
5642-MHDQT,1039.45
3088-FVYWK,1336.1
3276-HDUEG,75.05
9092-GDZKO,493.4
0823-HSCDJ,2550.9
3729-OWRVL,7246.15
2324-AALNO,1203.95
0822-GAVAP,62.25
5760-IFJOZ,313.6
2826-UWHIS,3775.85
1448-PWKYE,80
7501-IWUNG,4616.05
4957-TREIR,195.65
7251-LJBQN,4188.4
8040-MNRTF,71.1
1536-HBSWP,49.9
5313-FPXWG,1266.4
0067-DKWBL,91.1
0946-FKYTX,1623.4
5076-YVXCM,4149.45
8262-COGGB,20.45
6663-JOCQO,2344.5
9620-QJREV,1013.05
2276-YDAVZ,270.7
2682-KEVRP,417
2480-JZOSN,20.65
0078-XZMHT,6316.2
5896-NPFWW,168.15
9978-HYCIN,4018.05
8338-QIUNR,4811.6
1525-LNLOJ,4189.7
9450-TRJUU,2848.45
1766-GKNMI,2516.2
6942-LBFDP,33.6
1456-TWCGB,208.45
7133-VBDCG,2015.35
7596-ZYWBB,3739.8
8329-UTMVM,2964
3014-WJKSM,2263.4
3347-YJZZE,2211.8
1029-QFBEN,19.55
7929-DMBCV,1683.7
9661-JALZV,1519
5433-KYGHE,1164.05
4312-KFRXN,1710.9
5575-TPIZQ,4245.55
0114-IGABW,4145.9
9944-AEXBM,2664.3
1853-ARAAQ,1277.5
6952-OMNWB,5589.3
4697-LUPSU,34.75
8434-VGEQQ,1305.95
4952-YSOGZ,381.3
1589-AGTLK,141.5
5244-IRFIH,3105.55
6549-YMFAW,204.55
4950-HKQTE,605.9
6786-OBWQR,356.1
2684-EIWEO,2758.15
2753-JMMCV,4805.65
6439-GTPCA,3941.7
6621-YOBKI,92.75
1216-JWVUX,1901.05
7564-GHCVB,5730.7
1173-NOEYG,2423.4
7595-EHCDL,1653.45
6647-ZEDXT,3327.05
2521-NPUZR,7085.5
1307-TVUFB,3344.1
7503-MIOGA,6697.35
4381-MHQDC,2879.9
6923-JHPMP,137.1
5138-WVKYJ,1008.55
4018-PPNDW,1551.6
1635-FJFCC,202.15
2499-AJYUA,7882.25
6919-ELBGL,8196.4
3966-HRMZA,202.9
6425-JWTDV,855.1
8405-IGQFX,5817
8224-IVVPA,1652.95
9477-LGWQI,5600.15
1410-RSCMR,515.75
3115-CZMZD, 
0139-IVFJG,190.5
6683-VLCTZ,1842.8
5730-DBDSI,1253.8
0030-FNXPP,57.2
2189-WWOEW,1269.55
5684-FJVYR,6563.4
4013-GUXND,20.8
1894-IGFSG,1907.85
7379-POKDZ,208.85
1266-NZYUI,4758.8
7969-FFOWG,1292.6
4718-DHSMV,363.15
5175-WLYXL,1600.25
7817-OMJNA,275.7
8728-SKJLR,3089.1
3137-NYQQI,1175.6
7706-DZNKK,237.3
0236-HFWSV,1444.65
3900-AQPHZ,19.9
5842-POCOP,454.15
2037-XJFUP,3036.75
8823-RLPWL,8065.65
9505-SQFSW,92.5
7314-OXENN,184.65
3758-CKOQL,6152.3
0322-CHQRU,89.5
5676-CFLYY,5154.5
7521-AFHAB,220.45
0285-INHLN,1510.3
4678-DVQEO,52.2
5125-CNDSP,2588.95
0691-IFBQW,4874.8
4992-LTJNE,3983.6
2202-OUTMO,2003.6
0810-BDHAW,1832.4
0229-LFJAF,4908.25
7131-ZQZNK,3590.2
3442-ZHHCC,5023
5726-CVNYA,146.6
9871-ELEYA,2339.3
4257-GAESD,298.7
5173-WXOQV,143.65
2040-OBMLJ,2548.65
6286-ZHAOK,507.4
3807-XHCJH,20
3009-JWMPU,6125.4
5671-RQRLP,5411.4
1450-GALXR,1058.25
8859-AXJZP,903.8
3174-AKMAS,3009.5
3138-BKYAV,489.45
9926-PJHDQ,5468.45
7382-DFJTU,1058.1
2798-NYLMZ,7616
4289-DTDKW,4113.1
1820-TQVEV,69.55
2239-JALAW,6017.65
4853-RULSV,7250.15
8098-TDCBU,1108.2
3551-GAEGL,938.65
4785-NKHCX,94.15
3196-NVXLZ,2088.05
6275-YDUVO,178.7
0036-IHMOT,5656.75
0115-TFERT,2317.1
4178-EGMON,5986.45
4220-TINQT,6751.35
5318-YKDPV,3566.6
7975-TZMLR,4889.3
0295-QVKPB,318.1
4335-BSMJS,1563.95
2311-QYMUQ,1430.25
3643-AHCFP,644.35
9146-JRIOX,372.45
3104-OWCGK,5453.4
5337-IIWKZ,1442.6
9101-BWFSS,5610.7
9650-VBUOG,963.95
3487-EARAT,5222.3
2672-TGEFF,3340.55
9231-ZJYAM,292.8
4250-WAROZ,5774.55
8184-WMOFI,4487.3
6982-SSHFK,44.4
6092-QZVPP,2854.95
4625-LAMOB,905.55
0727-BMPLR,5509.3
0392-BZIUW,7589.8
1038-ZAGBI,229.6
6549-NNDYT,394.1
3027-ZTDHO,89.9
0422-OHQHQ,295.95
6916-HIJSE,5459.2
2316-ESMLS,444.75
9778-OGKQZ,6782.15
7408-OFWXJ,6510.45
6007-TCTST,8476.5
2252-NKNSI,4461.85
8713-IGZSO,62
7905-TVXTA,352.65
7695-PKLCZ,1424.9
2382-BCKQJ,6413.65
8374-UULRV,6309.65
2207-NHRJK,50.8
3224-DFQNQ,5898.6
5275-PMFUT,4719.75
4795-UXVCJ,457.3
9777-IQHWP,5822.3
0947-MUGVO,1463.5
9944-HKVVB,307.4
4124-MMETB,2104.55
3671-SHRSP,319.15
0979-MOZQI,2337.45
2732-ISEZX,104.3
3313-QKNKB,5084.65
0323-XWWTN,121.25
1937-OTUKY,7015.9
1573-LGXBA,5598
1764-VUUMT,1269.1
5073-WXOYN,3027.4
4713-ZBURT,4634.35
3050-GBUSH,113.95
0207-MDKNV,1582.75
7876-AEHIG,3077
7945-HLKEA,4039.5
9342-VNIMQ,1665.2
9851-KIELU,1043.3
3523-BRGUW,504.2
3908-BLSYF,497.55
3199-NPKCN,7511.65
5170-PTRKA,1782
4661-NJEUX,20.05
2123-AGEEN,609.65
1258-YMZNM,2857.6
0048-LUMLS,3247.55
7549-MYGPK,6215.35
5898-IGSLP,2823
3804-RVTGV,5017.9
6259-WJQLC,2619.25
9227-LUNBG,24.6
7997-EASSD,4965.1
0730-KOAVE,2679.7
8975-SKGRX,8310.55
0678-RLHVP,5682.25
4315-MURBD,1120.95
2267-FPIMA,4914.9
1051-GEJLJ,27.55
9734-YWGEX,923.5
2719-BDAQO,1625.65
5285-MVEHD,6068.65
0379-DJQHR,5398.6
0781-LKXBR,918.6
5543-QDCRY,234.85
0297-RBCSG,1231.85
4694-PHWFW,170.9
0835-JKADZ,7984.15
1907-UBQFC,688.65
7508-SMHXL,1288.3
3865-YIOTT,7848.5
5993-BQHEA,267
6024-RUGGH,1798.9
6513-EECDB,73.55
3956-CJUST,1643.55
4079-WWQQQ,4807.45
6103-BOCOU,2193
5149-TGWDZ,2239.4
7471-WNSUF,1505.9
8942-DBMHZ,255.35
4301-VVZKA,1189.4
9199-PWQVC,4786.15
4824-GUCBY,1820.9
5393-HJZSM,2404.15
7074-IEVOJ,205.05
9625-QSTYE,952.3
0862-PRCBS,7039.45
8812-ZRHFP,2538.05
5146-CBVOE,1212.85
0454-OKRCT,2651.1
5787-KXGIY,1304.8
4750-ZRXIU,360.1
4198-VFOEA,435.45
6630-UJZMY,308.05
5709-LVOEQ, 
6400-BWQKW,434.5
2692-AQCPF,7118.9
0347-UBKUZ,320.45
0835-DUUIQ,531.55
0811-GSDTP,382.2
7567-ECMCM,2001
6115-ZTBFQ,4919.7
6353-BRMMA,5645.8
6680-WKXRZ,215.8
6231-WFGFH,77.6
9904-EHEVJ,2896.55
7028-DVOIQ,3395.8
6169-PPETC,759.35
4208-UFFGW,85.15
8584-KMVXD,535.55
8467-WYNSR,1253.15
0851-DFJKB,955.15
5382-SOYZL,2162.6
9448-REEVD,44.7
3261-CQXOL,1813.35
8388-FYNPZ,245.15
4002-BQWPQ,2028.8
5651-YLPRD,2723.75
2826-DXLQO,220.45
4378-BZYFP,365.8
9489-UTFKA,551.95
4849-PYRLQ,4054.2
9117-SHLZX,45.7
9889-TMAHG,832.35
4541-RMRLG,112.3
7764-BDPEE,60.65
3429-IFLEM,5550.1
3158-MOERK,174.8
7294-TMAOP,90.55
5002-GCQFH,4733.1
0556-FJEGU,4048.95
8919-FYFQZ,1359.7
0604-THJFP,4542.35
2834-JRTUA,7532.15
5875-YPQFJ,69.9
5879-SESNB,888.65
6646-QVXLR,6383.35
6461-PPAXN,1916
3318-ISQFQ,413
1106-HRLKZ,808.95
2483-XSSMZ,1886.4
8603-IJWDN,86.6
8165-ZJRNM,1679.25
9369-XFEHK,2656.5
2604-XVDAM,540.95
3717-OFRTN,19.75
9046-JBFWA,537.35
3280-NMUVX,678.8
1206-EHBDD,4513.65
8361-LBRDI,1423.85
4883-KCPZJ,555.4
9108-EQPNQ,225.55
7277-KAMWT,268.45
3842-IYKUE,2917.5
6641-XRPSU,2416.1
1374-DMZUI,424.45
2545-LXYVJ,1492.1
3234-VKACU,132.4
8357-EQXFO,660.9
1989-PRJHP,1893.95
8120-JDCAM,284.9
8917-FAEMR,784.25
7047-YXDMZ,417.7
2858-EIMXH,5016.25
9524-EGPJC,1612.75
6993-OHLXR,119.75
8818-XYFCQ,3204.65
6419-ZTTLE,485.2
0929-HYQEW,160.85
6614-YOLAC,4145.25
7426-RHZGU,827.45
4065-JJAVA,49.5
4695-VADHF,990.85
3863-IUBJR,696.35
7649-SIJJF,5585.4
9361-YNQWJ,1601.2
3748-FVMZZ,162.45
9391-TTOYH,470.2
1452-XRSJV,2066
3422-WJOYD,1426.45
8242-SOQUO,392.5
7460-ITWWP,3861.45
7147-AYBAA,2552.9
7868-TMWMZ,6668.35
4822-RVYBB,819.4
6732-FZUGP,4615.25
8436-BJUMM,2070.6
4184-TJFAN,273.75
8329-GWVPJ,3557.7
