station,year_month_day_hour,PM2.5,TEMP,PRES,WSPM
Gucheng,6/2/2013,200.2083333,22.32083333,996.9333333,0.6625
Gucheng,6/3/2013,175.25,25.85,997.2875,0.854166667
Gucheng,6/4/2013,159.8333333,20.95833333,1004.079167,0.8
Gucheng,6/5/2013,148.25,18.90833333,1004.379167,0.3125
Gucheng,6/6/2013,166.9583333,19.2875,1002.591667,0.454166667
Gucheng,6/7/2013,179.5833333,20.225,1000.791667,0.45
Gucheng,6/8/2013,,20.16666667,1000.079167,0.333333333
Gucheng,6/9/2013,9,18.15,1002.9125,0.758333333
Gucheng,6/10/2013,20.83333333,20.7125,1004.829167,0.679166667
Gucheng,6/11/2013,34.65217391,21.26666667,1000.675,0.904166667
Gucheng,6/12/2013,44.45833333,22.05,1000.133333,1.008333333
Gucheng,6/13/2013,78.91666667,24.3375,1000.570833,0.966666667
Gucheng,6/14/2013,94.20833333,25.97916667,1000.233333,1.2
Gucheng,6/15/2013,103.6666667,25.64166667,999.2916667,0.633333333
Gucheng,6/16/2013,121.0833333,22.70833333,996.0125,0.516666667
Gucheng,6/17/2013,47.47826087,26.05833333,993.9375,0.9125
Gucheng,6/18/2013,37.83333333,28.04166667,990.2416667,0.95
Gucheng,6/19/2013,57.20833333,29.1,995.0083333,0.85
Gucheng,6/20/2013,56.41666667,26.825,999.6583333,0.7
Gucheng,6/21/2013,33.20833333,26.04583333,1001.675,1.0375
Gucheng,6/22/2013,46.5,21.33333333,1000.645833,0.445833333
Gucheng,6/23/2013,39.41666667,25.9,996.1083333,0.895833333
Gucheng,6/24/2013,93.04166667,24.85,994.6,0.941666667
Gucheng,6/25/2013,115.4166667,22.19583333,992.7333333,0.695833333
Gucheng,6/26/2013,165.5833333,26.09166667,989.575,0.895833333
Gucheng,6/27/2013,109.875,28.075,990.5083333,1.045833333
Gucheng,6/28/2013,264.875,25.34166667,993.375,0.608333333
Gucheng,6/29/2013,105.25,22.95,996.6333333,0.525
Gucheng,6/30/2013,230.4166667,25.3125,996,0.483333333
Gucheng,7/1/2013,198.25,24.95416667,991.3291667,0.554166667
Gucheng,7/2/2013,13.625,29.2,988.0458333,1.3625
Gucheng,7/3/2013,27.41666667,30.0125,988.0833333,0.8125
Gucheng,7/4/2013,18.20833333,28.84166667,986.95,0.929166667
Gucheng,7/5/2013,22.58333333,29.2375,990.6125,0.795833333
Gucheng,7/6/2013,41.70833333,29.225,993.2666667,1.1125
Gucheng,7/7/2013,71.25,27.15,992.6041667,0.841666667
Gucheng,7/8/2013,76.21428571,25.16666667,994.7833333,0.6
Gucheng,7/9/2013,28.14285714,23.87916667,995.7375,0.391666667
Gucheng,7/10/2013,23.20833333,22.85833333,997.7625,0.375
Gucheng,7/11/2013,35.83333333,24.45416667,998.55,0.4875
Gucheng,7/12/2013,67.95833333,26.62083333,998.2125,0.954166667
Gucheng,7/13/2013,126.25,27.7375,999.2666667,0.7375
Gucheng,7/14/2013,123.9583333,26.70416667,999.8291667,0.916666667
Gucheng,7/15/2013,38.66666667,23.94583333,991.725,0.4125
Gucheng,7/16/2013,18.125,27.4375,992.5958333,1.2
Gucheng,7/17/2013,34.91666667,27.12916667,997.5458333,0.829166667
Gucheng,7/18/2013,143.125,26.07083333,996.7708333,0.895833333
Gucheng,7/19/2013,133.4166667,26.55416667,994.7416667,0.733333333
Gucheng,7/20/2013,67.29166667,27.82916667,996.3541667,0.804166667
Gucheng,7/21/2013,79.70833333,26.97083333,997.2625,0.729166667
Gucheng,7/22/2013,87.75,26.54583333,996.4458333,0.816666667
Gucheng,7/23/2013,48.04166667,27.0125,992.45,1.275
Gucheng,7/24/2013,33.70833333,30.16666667,992.225,0.866666667
Gucheng,7/25/2013,16.91666667,29.975,993.9291667,0.791666667
Gucheng,7/26/2013,19.91666667,25.55416667,995.7083333,0.616666667
Gucheng,7/27/2013,109.5416667,25.39166667,993.0416667,0.4625
Gucheng,7/28/2013,72.41666667,29.57916667,992.475,0.845833333
Gucheng,7/29/2013,49.91666667,28.45833333,992.3416667,0.475
Gucheng,7/30/2013,77.41666667,28.85833333,990.0625,0.933333333
Gucheng,7/31/2013,45.625,26.17916667,992.0583333,0.895833333
Gucheng,8/1/2013,37.91666667,23.325,996.0458333,0.575
Gucheng,8/2/2013,68.54166667,25.91666667,998.0791667,0.791666667
Gucheng,8/3/2013,24.45833333,27.89166667,995.8875,0.958333333
Gucheng,8/4/2013,72.54166667,27.51666667,992.3333333,1.191666667
Gucheng,8/5/2013,37.75,26.61666667,990.6083333,0.725
Gucheng,8/6/2013,115.3333333,29.5,991.7208333,0.720833333
Gucheng,8/7/2013,34.04347826,25.59583333,994.7458333,0.704166667
Gucheng,8/8/2013,28.625,27.9125,992.7833333,0.754166667
Gucheng,8/9/2013,37.79166667,29.14166667,993.5875,0.804166667
Gucheng,8/10/2013,85.375,30.20416667,997.1083333,0.825
Gucheng,8/11/2013,136.75,26.89583333,998.2041667,0.591666667
Gucheng,8/12/2013,45.45833333,26.75,997.275,0.875
Gucheng,8/13/2013,96.20833333,29.84705882,996.6647059,1
Gucheng,8/14/2013,74.33333333,29.225,996.2958333,0.879166667
Gucheng,8/15/2013,122.4583333,30.06666667,994.8833333,0.779166667
Gucheng,8/16/2013,114.75,29.50833333,990.025,0.633333333
Gucheng,8/17/2013,26.33333333,31.57083333,993.9625,1.170833333
Gucheng,8/18/2013,13.875,29.61666667,1000.525,0.95
Gucheng,8/19/2013,21.79166667,28.3125,1002.458333,0.570833333
Gucheng,8/20/2013,72.58333333,26.35833333,1001.545833,0.5875
Gucheng,8/21/2013,95.70833333,25.8125,1000.4125,0.670833333
Gucheng,8/22/2013,100.75,23.82916667,1001.4125,0.375
Gucheng,8/23/2013,38.125,27.62916667,1001.541667,0.454166667
Gucheng,8/24/2013,28.58333333,27.5,1001.575,0.575
Gucheng,8/25/2013,32.04166667,27.64583333,998.8541667,0.870833333
Gucheng,8/26/2013,46.79166667,28.50416667,998.1291667,1.025
Gucheng,8/27/2013,75.625,24.57083333,999.6166667,0.808333333
Gucheng,8/28/2013,82.83333333,24.11666667,992.2208333,0.566666667
Gucheng,8/29/2013,25.04166667,24.69583333,995.75,2.125
Gucheng,8/30/2013,11,22.3875,1004.325,1.066666667
Gucheng,8/31/2013,14.70833333,23.325,1004.245833,0.791666667
Gucheng,9/1/2013,38.04166667,23.12083333,1005.841667,0.870833333
Gucheng,9/2/2013,52.95652174,22.79583333,1007.925,0.679166667
Gucheng,9/3/2013,109.625,23.35,1008.441667,0.658333333
Gucheng,9/4/2013,56.91666667,19.9,1008.383333,0.554166667
Gucheng,9/5/2013,22.04166667,21.42083333,1006.75,0.854166667
Gucheng,9/6/2013,70.29166667,21.075,1008.425,0.795833333
Gucheng,9/7/2013,76.5,22.375,1009.208333,0.5
Gucheng,9/8/2013,93.79166667,21.68333333,1008.754167,0.5125
Gucheng,9/9/2013,83.08333333,21.60833333,1005.175,0.816666667
Gucheng,9/10/2013,51.95833333,22.9125,1004.691667,0.725
Gucheng,9/11/2013,53,21.9375,1006.6875,0.7625
Gucheng,9/12/2013,147.5,21.69583333,1003.833333,0.483333333
Gucheng,9/13/2013,82.25,19.64166667,998.8333333,0.416666667
Gucheng,9/14/2013,47.625,23.725,1001.025,0.816666667
Gucheng,9/15/2013,22.25,20.9375,1006.1,0.808333333
Gucheng,9/16/2013,49.13043478,20.72083333,1003.958333,0.65
Gucheng,9/17/2013,85.83333333,19.97916667,1007.433333,0.233333333
Gucheng,9/18/2013,112.2083333,21.22916667,1011.045833,0.375
Gucheng,9/19/2013,111.2083333,21.57916667,1005.604167,0.641666667
Gucheng,9/20/2013,46.79166667,21.94583333,1007.65,0.566666667
Gucheng,9/21/2013,35.29166667,22.60833333,1007.816667,0.841666667
Gucheng,9/22/2013,54.70833333,20.33333333,1007.495833,0.445833333
Gucheng,9/23/2013,23.83333333,15.50416667,1011.004167,0.533333333
Gucheng,9/24/2013,9.375,16.35416667,1014.270833,0.9
Gucheng,9/25/2013,14.58333333,16.72083333,1012.745833,0.975
Gucheng,9/26/2013,41.75,16.375,1008.945833,0.483333333
Gucheng,9/27/2013,136.5833333,16.97916667,1003.7625,0.375
Gucheng,9/28/2013,265.375,15.70833333,1003.691667,0.308333333
Gucheng,9/29/2013,218.0869565,17.0875,1009.983333,0.170833333
Gucheng,9/30/2013,200.5,18.32916667,1010.958333,0.304166667
Gucheng,10/1/2013,112.7083333,17.9625,1009.529167,0.4125
Gucheng,10/2/2013,16.54166667,17.55416667,1013.204167,0.945833333
Gucheng,10/3/2013,80.58333333,15.45833333,1010.316667,0.5125
Gucheng,10/4/2013,120.3333333,17.15,1006.4875,0.366666667
Gucheng,10/5/2013,295.5,17.20833333,1012.083333,0.270833333
Gucheng,10/6/2013,225.9166667,16.3625,1014.733333,0.4
Gucheng,10/7/2013,93.25,19.18333333,1014.808333,0.695833333
Gucheng,10/8/2013,68.20833333,17.525,1011.658333,0.745833333
Gucheng,10/9/2013,134.875,15.09166667,1003.320833,0.45
Gucheng,10/10/2013,79.5,17.08333333,1003.883333,1.604166667
Gucheng,10/11/2013,54.45833333,15.00416667,1007.658333,0.4875
Gucheng,10/12/2013,66.75,16.03333333,1010.55,0.3875
Gucheng,10/13/2013,55.83333333,15.39166667,1011.208333,0.354166667
Gucheng,10/14/2013,35.25,12.33333333,1019.095833,0.766666667
Gucheng,10/15/2013,23.54166667,10.12083333,1022.670833,0.7125
Gucheng,10/16/2013,45.375,11.1125,1017.716667,0.495833333
Gucheng,10/17/2013,113,11.11666667,1018.354167,0.470833333
Gucheng,10/18/2013,224.9583333,11.24583333,1017.1375,0.229166667
Gucheng,10/19/2013,67.875,13.67083333,1017.825,1.0375
Gucheng,10/20/2013,27.41666667,12.72083333,1017.120833,0.545833333
Gucheng,10/21/2013,80.79166667,11.39583333,1015.275,0.466666667
Gucheng,10/22/2013,123.8333333,10.6625,1013.933333,0.7375
Gucheng,10/23/2013,30.125,10.18333333,1014.854167,1.2875
Gucheng,10/24/2013,17.41666667,11.7125,1019.304167,1.658333333
Gucheng,10/25/2013,35.45833333,10.45416667,1019.4625,0.3375
Gucheng,10/26/2013,67.625,9.454166667,1014.654167,0.4875
Gucheng,10/27/2013,153.125,8.95,1010.0375,0.245833333
Gucheng,10/28/2013,256.4166667,10.25416667,1012.195833,0.266666667
Gucheng,10/29/2013,41.25,11.34583333,1019.904167,0.941666667
Gucheng,10/30/2013,80.33333333,7.845833333,1019.916667,0.45
Gucheng,10/31/2013,146.2083333,7.929166667,1019.679167,0.308333333
Gucheng,11/1/2013,185.6666667,8,1018.175,0.291666667
Gucheng,11/2/2013,253.5,8.441666667,1014.483333,0.579166667
Gucheng,11/3/2013,34.45833333,13.62083333,1016.825,1.566666667
Gucheng,11/4/2013,53.125,9.833333333,1019.9,0.608333333
Gucheng,11/5/2013,141.4583333,9.391666667,1012.604167,0.316666667
Gucheng,11/6/2013,89,10.29583333,1009.975,1.645833333
Gucheng,11/7/2013,39.125,8.825,1013.0625,1.1375
Gucheng,11/8/2013,116,6.308333333,1012.7125,0.270833333
Gucheng,11/9/2013,91.08333333,9.370833333,1016.516667,1.008333333
Gucheng,11/10/2013,25.5,5.316666667,1021.391667,1.558333333
Gucheng,11/11/2013,40.95652174,6.895833333,1019.829167,0.895833333
Gucheng,11/12/2013,75.33333333,7.454166667,1016.875,0.7
Gucheng,11/13/2013,147.875,5.583333333,1013.079167,0.320833333
Gucheng,11/14/2013,75.41666667,9.083333333,1011.029167,1.154166667
Gucheng,11/15/2013,76.25,7.1125,1009.258333,0.45
Gucheng,11/16/2013,35.08333333,8.2375,1011.870833,2.279166667
Gucheng,11/17/2013,12.125,7.083333333,1016.758333,2.3875
Gucheng,11/18/2013,11.45833333,4.483333333,1018.695833,1.275
Gucheng,11/19/2013,46.625,2.679166667,1016.904167,0.820833333
Gucheng,11/20/2013,75.83333333,3.2375,1015.85,0.633333333
Gucheng,11/21/2013,95.20833333,3.9,1018.145833,0.483333333
Gucheng,11/22/2013,131.7083333,4.3875,1016.383333,0.545833333
Gucheng,11/23/2013,231.5416667,5.2125,1012.379167,0.666666667
Gucheng,11/24/2013,50.70833333,8.645833333,1007.658333,1.729166667
Gucheng,11/25/2013,15.625,4.254166667,1009.779167,1.783333333
Gucheng,11/26/2013,15.56521739,3,1011.716667,2.641666667
Gucheng,11/27/2013,10.41666667,-2.1375,1019.6625,3.495833333
Gucheng,11/28/2013,21.29166667,1.483333333,1018.258333,1.983333333
Gucheng,11/29/2013,94.95454545,4.6375,1012.166667,1.370833333
Gucheng,11/30/2013,28.16666667,6.095833333,1015.1625,1.483333333
Gucheng,12/1/2013,86.79166667,3.341666667,1015.141667,0.883333333
Gucheng,12/2/2013,118.875,3.325,1011.145833,0.6
Gucheng,12/3/2013,79.66666667,6.183333333,1013.8,0.916666667
Gucheng,12/4/2013,108.75,5.8125,1011.8625,0.641666667
Gucheng,12/5/2013,51.125,6.658333333,1015.7375,1.333333333
Gucheng,12/6/2013,113.0833333,2.966666667,1011.783333,0.716666667
Gucheng,12/7/2013,231.5,2.008333333,1012.129167,0.545833333
Gucheng,12/8/2013,199.5833333,4.291666667,1013.204167,1.55
Gucheng,12/9/2013,14.75,2.995833333,1015.870833,1.408333333
Gucheng,12/10/2013,22.95833333,1.2375,1012.145833,2.683333333
Gucheng,12/11/2013,34.375,1.358333333,1011.316667,1.866666667
Gucheng,12/12/2013,19.16666667,-0.941666667,1013.920833,1.9125
Gucheng,12/13/2013,70.58333333,-2.1125,1017.725,1.033333333
Gucheng,12/14/2013,79.66666667,-0.683333333,1020.945833,1.116666667
Gucheng,12/15/2013,66.125,-0.733333333,1025.441667,0.795833333
Gucheng,12/16/2013,102.75,-1.041666667,1022.966667,0.604166667
Gucheng,12/17/2013,64.45833333,0.2125,1025.1875,1.504166667
Gucheng,12/18/2013,52.5,-3.970833333,1024.308333,1.220833333
Gucheng,12/19/2013,50.20833333,-3.883333333,1022.929167,0.958333333
Gucheng,12/20/2013,50.5,-2.383333333,1026.429167,1.1
Gucheng,12/21/2013,81.79166667,-3.166666667,1027.204167,0.804166667
Gucheng,12/22/2013,129.625,-3.083333333,1024.2,0.625
Gucheng,12/23/2013,115.25,-1.870833333,1024.3125,0.654166667
Gucheng,12/24/2013,179.9583333,-3.033333333,1025.716667,0.5
Gucheng,12/25/2013,186.9583333,-1.845833333,1020.55,1.879166667
Gucheng,12/26/2013,6.375,-1.625,1026.233333,1.804166667
Gucheng,12/27/2013,28.29166667,-0.729166667,1022.008333,2.120833333
Gucheng,12/28/2013,16.70833333,-1.3125,1018.358333,1.966666667
Gucheng,12/29/2013,67.75,0.604166667,1011.245833,1.0875
Gucheng,12/30/2013,43.79166667,4.183333333,1007.891667,2.270833333
Gucheng,12/31/2013,46.45833333,5.029166667,1004.820833,2.308333333
Gucheng,1/1/2014,47.91666667,4.666666667,1007.008333,1.620833333
Gucheng,1/2/2014,99.33333333,2.708333333,1010.416667,0.891666667
Gucheng,1/3/2014,42.29166667,5.179166667,1014.466667,1.466666667
Gucheng,1/4/2014,129.3333333,-1.283333333,1014.6625,0.7375
Gucheng,1/5/2014,93.125,1.166666667,1016.620833,1.4
Gucheng,1/6/2014,143.8333333,-0.533333333,1017.875,1.195833333
Gucheng,1/7/2014,93.58333333,1.833333333,1019.258333,1.566666667
Gucheng,1/8/2014,14.625,-1.7,1025.533333,2.120833333
Gucheng,1/9/2014,29.95833333,-2.841666667,1023.708333,1.9375
Gucheng,1/10/2014,83.875,-3.454166667,1022.808333,1.020833333
Gucheng,1/11/2014,113.1666667,-1.2375,1022.566667,0.970833333
Gucheng,1/12/2014,26.08333333,-0.6125,1027.6375,1.458333333
Gucheng,1/13/2014,90.04166667,-3.258333333,1023.75,0.666666667
Gucheng,1/14/2014,97.91666667,-2.683333333,1025.845833,0.745833333
Gucheng,1/15/2014,170.8333333,-1.391666667,1022.820833,0.75
Gucheng,1/16/2014,396,0.291666667,1020.0375,1.041666667
Gucheng,1/17/2014,209.6315789,0.404166667,1023.358333,1.283333333
Gucheng,1/18/2014,113.3571429,0.041666667,1024.670833,1.083333333
Gucheng,1/19/2014,123.9583333,0.45,1016.895833,1.966666667
Gucheng,1/20/2014,9.375,0.0625,1022.2625,2.483333333
Gucheng,1/21/2014,47,-1.5,1023.795833,1.2875
Gucheng,1/22/2014,111.0869565,-1.670833333,1015.575,0.716666667
Gucheng,1/23/2014,203.0869565,-1.804166667,1008.791667,0.7875
Gucheng,1/24/2014,160.375,2.975,1010.041667,0.9375
Gucheng,1/25/2014,30.5,3.695833333,1019.358333,1.466666667
Gucheng,1/26/2014,71,-0.404166667,1020.4125,1.5125
Gucheng,1/27/2014,88.45833333,2.220833333,1011.758333,1.583333333
Gucheng,1/28/2014,45.56521739,1.420833333,1019.304167,1.708333333
Gucheng,1/29/2014,114.5416667,-1.25,1006.720833,0.995833333
Gucheng,1/30/2014,69.54166667,4.733333333,1010.116667,1.675
Gucheng,1/31/2014,168.5416667,1.2125,1011.554167,1.195833333
Gucheng,2/1/2014,132.2083333,2.9,1008,1.075
Gucheng,2/2/2014,74.20833333,4.804166667,1007.4,1.9
Gucheng,2/3/2014,5.333333333,-0.616666667,1019.379167,3.35
Gucheng,2/4/2014,43.16666667,-1.858333333,1021.491667,1.6875
Gucheng,2/5/2014,96,-2.570833333,1020.545833,0.8
Gucheng,2/6/2014,115.3333333,-1.533333333,1021.9125,1.108333333
Gucheng,2/7/2014,93.91666667,-2.6375,1018.820833,1.125
Gucheng,2/8/2014,55.68181818,-2.4,1020.395833,1.7
Gucheng,2/9/2014,8.375,-5.454166667,1028.520833,1.658333333
Gucheng,2/10/2014,31.91666667,-5.5125,1026.758333,1.254166667
Gucheng,2/11/2014,103.2857143,-5.3125,1020.25,0.829166667
Gucheng,2/12/2014,111.375,-2.85,1024.625,0.875
Gucheng,2/13/2014,192,-3.0375,1026.458333,0.941666667
Gucheng,2/14/2014,296.0416667,-2.616666667,1018.283333,0.6375
Gucheng,2/15/2014,380.2916667,-1.041666667,1016.616667,0.554166667
Gucheng,2/16/2014,317.7083333,1.041666667,1021.520833,1.016666667
Gucheng,2/17/2014,106,1.645833333,1026.933333,1.325
Gucheng,2/18/2014,73.82608696,-0.5875,1023.7625,1.208333333
Gucheng,2/19/2014,68.13636364,1.120833333,1020.720833,1.441666667
Gucheng,2/20/2014,222.7916667,-0.958333333,1022.225,1.0125
Gucheng,2/21/2014,287.875,1.008333333,1020.270833,0.645833333
Gucheng,2/22/2014,263.7083333,2.945833333,1021.975,0.8125
Gucheng,2/23/2014,198.9583333,2.458333333,1022.8125,0.9375
Gucheng,2/24/2014,253.2608696,3.829166667,1019.491667,0.725
Gucheng,2/25/2014,344.5882353,3.9625,1018.108333,0.6375
Gucheng,2/26/2014,302.6666667,4.920833333,1015.083333,0.804166667
Gucheng,2/27/2014,16,4.654166667,1020.970833,1.791666667
Gucheng,2/28/2014,105.125,1.7875,1018.404167,1.058333333
Gucheng,3/1/2014,82.66666667,5.645833333,1015.4375,1.241666667
Gucheng,3/2/2014,146.375,4.175,1014.445833,1.2375
Gucheng,3/3/2014,230.0416667,2.258333333,1014.120833,1.075
Gucheng,3/4/2014,60.79166667,5.216666667,1018.691667,2.658333333
Gucheng,3/5/2014,27.08333333,3.541666667,1020.583333,1.608333333
Gucheng,3/6/2014,15.75,4.004166667,1021.745833,1.954166667
Gucheng,3/7/2014,56.75,3.5625,1021.25,1.479166667
Gucheng,3/8/2014,128.75,5.491666667,1015.245833,1.270833333
Gucheng,3/9/2014,102.2083333,4.4125,1018.125,1.233333333
Gucheng,3/10/2014,62.4,3.704166667,1015.55,0.916666667
Gucheng,3/11/2014,144.9375,7.366666667,1010.108333,1.566666667
Gucheng,3/12/2014,8.75,7.983333333,1017.508333,2.6375
Gucheng,3/13/2014,18.91304348,7.9375,1013.816667,1.975
Gucheng,3/14/2014,23.625,11.5375,1009.866667,1.954166667
Gucheng,3/15/2014,97.375,11.94166667,1003.108333,0.891666667
Gucheng,3/16/2014,115.75,12.475,1007.2625,1.1625
Gucheng,3/17/2014,86.83333333,14.05833333,1005.054167,2.008333333
Gucheng,3/18/2014,35.20833333,12.57083333,1014.133333,1.85
Gucheng,3/19/2014,42.875,9.3875,1015.220833,1.716666667
Gucheng,3/20/2014,15.66666667,12.90833333,1018.479167,1.495833333
Gucheng,3/21/2014,35.20833333,14.52083333,1012,1.645833333
Gucheng,3/22/2014,54.54166667,15.23333333,1010.095833,1.441666667
Gucheng,3/23/2014,140.6666667,13.29166667,1014.991667,1.195833333
Gucheng,3/24/2014,233.2083333,13.5,1005.791667,0.854166667
Gucheng,3/25/2014,222.1666667,15.34166667,1002.3875,0.833333333
Gucheng,3/26/2014,269.0833333,16.09166667,1002.383333,0.945833333
Gucheng,3/27/2014,266.2916667,13.73333333,1003.5125,0.7875
Gucheng,3/28/2014,132.3333333,16.77083333,1000.266667,1.1875
Gucheng,3/29/2014,46.41666667,17.55833333,1005.0625,1.620833333
Gucheng,3/30/2014,36.79166667,18.625,1007.333333,1.095833333
Gucheng,3/31/2014,123.375,17.21666667,1007.383333,1.175
