date,store_id,sales
2/24/2019,26,460097.7477
2/24/2019,28,889070.1149
2/24/2019,29,515780.3383
2/24/2019,30,437245.0323
2/24/2019,31,1631584.985
2/24/2019,35,412036.028
2/24/2019,38,428116.9958
2/24/2019,41,451240.7033
2/24/2019,44,283813.25
3/3/2019,25,907510.1217
3/3/2019,26,374414.9
3/3/2019,28,921027.985
3/3/2019,29,443653.5
3/3/2019,30,340821.8833
3/3/2019,31,1170623.963
3/3/2019,35,359607.235
3/3/2019,38,334788.5
3/3/2019,41,465810.81
3/3/2019,44,212970.5
3/10/2019,25,747920.9824
3/10/2019,26,253251.22
3/10/2019,28,647390.9641
3/10/2019,29,294493.3429
3/10/2019,30,254241.9
3/10/2019,31,918014.4185
3/10/2019,35,223781.2843
3/10/2019,38,258776.0681
3/10/2019,41,226627.125
3/10/2019,44,153290.5667
3/17/2019,25,904750.3158
3/17/2019,26,399333.7917
3/17/2019,28,885890.2732
3/17/2019,29,426828.25
3/17/2019,30,371424.4195
3/17/2019,31,925116.8036
3/17/2019,35,402828.2808
3/17/2019,38,243356.8275
3/17/2019,41,291131.1667
3/17/2019,44,181835.8333
3/24/2019,25,1069857.589
3/24/2019,26,420993.4167
3/24/2019,28,753285.615
3/24/2019,29,422544.5
3/24/2019,30,297920
3/24/2019,31,1294185.135
3/24/2019,35,357338.15
3/24/2019,38,439236.695
3/24/2019,41,252701.115
3/24/2019,44,219693.9833
3/31/2019,25,1195574.314
3/31/2019,26,383455.9048
3/31/2019,28,755034.25
3/31/2019,29,411086.75
3/31/2019,30,336092.2056
3/31/2019,31,1136817.148
3/31/2019,35,325671.5
3/31/2019,38,336700.7097
3/31/2019,41,217197.6667
3/31/2019,44,236853.75
4/7/2019,25,834911.3333
4/7/2019,26,321264.3333
4/7/2019,28,581429.0567
4/7/2019,29,350261
4/7/2019,30,278018.18
4/7/2019,31,1078283.193
4/7/2019,35,193036.735
4/7/2019,38,264687
4/7/2019,41,310645.25
4/7/2019,44,137392.15
4/14/2019,25,788777.4167
4/14/2019,26,314089.7545
4/14/2019,28,746589.0693
4/14/2019,29,351089.47
4/14/2019,30,263249.515
4/14/2019,31,785677.6748
4/14/2019,35,265045.7858
4/14/2019,38,236204.2381
4/14/2019,41,256576.25
4/14/2019,44,189677.3333
4/21/2019,25,849603.4333
4/21/2019,26,314061.9167
4/21/2019,28,645359.7333
4/21/2019,29,290497
4/21/2019,30,238910.3333
4/21/2019,31,960854.9167
4/21/2019,35,265073.125
4/21/2019,38,272206
4/21/2019,41,216172.875
4/21/2019,44,156782.6667
4/28/2019,25,965521.165
4/28/2019,26,277844.175
4/28/2019,28,609849.9
4/28/2019,29,291575
4/28/2019,30,284213
4/28/2019,31,1108384.5
4/28/2019,35,253542.475
4/28/2019,38,227814.5833
4/28/2019,41,198262
4/28/2019,44,229344.25
5/5/2019,25,1045632.688
5/5/2019,26,297895.7228
5/5/2019,28,673495.4833
5/5/2019,29,353071.15
5/5/2019,30,342125.819
5/5/2019,31,1199501.976
5/5/2019,35,304763.925
5/5/2019,38,274701.25
5/5/2019,41,266854.75
5/5/2019,44,161922
5/12/2019,25,587768.245
5/12/2019,26,296930
5/12/2019,28,675252.265
5/12/2019,29,269656.915
5/12/2019,30,241149.8889
5/12/2019,31,756359.7492
5/12/2019,35,251322.8443
5/12/2019,38,231738.7381
5/12/2019,41,260843.265
5/12/2019,44,123443.32
5/19/2019,25,806767.5946
5/19/2019,26,302923.5273
5/19/2019,28,479346.7389
5/19/2019,29,259562.1824
5/19/2019,30,236627.7083
5/19/2019,31,846252.006
5/19/2019,35,213041.1745
5/19/2019,38,223710.5
5/19/2019,41,175715
5/19/2019,44,140000.707
5/26/2019,25,863148.7863
5/26/2019,26,274804.4333
5/26/2019,28,570173.8611
5/26/2019,29,292661.25
5/26/2019,30,288467.25
5/26/2019,31,1098458.145
5/26/2019,35,246473.3083
5/26/2019,38,267119.75
5/26/2019,41,195771
5/26/2019,44,179271
6/2/2019,25,896989.192
6/2/2019,26,334419.8667
6/2/2019,28,622507.1767
6/2/2019,29,362545.0833
6/2/2019,30,280702.25
6/2/2019,31,1092205.119
6/2/2019,35,242969.4167
6/2/2019,38,243671.75
6/2/2019,41,277045
6/2/2019,44,153150
6/9/2019,25,1056230.855
6/9/2019,26,286853.876
6/9/2019,28,772977.1767
6/9/2019,29,383333.75
6/9/2019,30,256750.4071
6/9/2019,31,1184096.933
6/9/2019,35,257482.1083
6/9/2019,38,293484.75
6/9/2019,41,256318.325
6/9/2019,44,166842
6/16/2019,25,741174.1026
6/16/2019,26,339670.4846
6/16/2019,28,688221.2884
6/16/2019,29,254284.0411
6/16/2019,30,280420.0943
6/16/2019,31,706652.4607
6/16/2019,35,298266.2956
6/16/2019,38,196410.979
6/16/2019,41,311026.9286
6/16/2019,44,153228.0609
6/23/2019,25,902174.6417
6/23/2019,26,255842
6/23/2019,28,809464.1304
6/23/2019,29,314070.975
6/23/2019,30,276450.7667
6/23/2019,31,893943.1583
6/23/2019,35,277663.5667
6/23/2019,38,253606.775
6/23/2019,41,246177.0667
6/23/2019,44,154498.7
6/30/2019,25,804871.6045
6/30/2019,26,242941.0387
6/30/2019,28,727957.6667
6/30/2019,29,298968.5714
6/30/2019,30,307169.7333
6/30/2019,31,1007523.945
6/30/2019,35,291713.6353
6/30/2019,38,248567.4
6/30/2019,41,275008.25
6/30/2019,44,184538.8226
7/7/2019,25,1050468.773
7/7/2019,26,405034.9333
7/7/2019,28,866987.2383
7/7/2019,29,454225.535
7/7/2019,30,359026.905
7/7/2019,31,1239011.441
7/7/2019,35,328670.59
7/7/2019,38,315841.3275
7/7/2019,41,375714.0833
7/7/2019,44,175082.3333
7/14/2019,25,689890.8767
7/14/2019,26,258062.4217
7/14/2019,28,815753.8217
7/14/2019,29,255889.505
7/14/2019,30,235079.05
7/14/2019,31,821645.264
7/14/2019,35,272327.2917
7/14/2019,38,178680.8833
7/14/2019,41,227412.4
7/14/2019,44,110587.5
7/21/2019,25,722489.5417
7/21/2019,26,257322
7/21/2019,28,864215.75
7/21/2019,29,234795.05
7/21/2019,30,247117
7/21/2019,31,1005041.008
7/21/2019,35,277099.55
7/21/2019,38,278116.65
7/21/2019,41,242658.55
7/21/2019,44,145309
7/28/2019,25,717929.3
7/28/2019,26,217459.95
7/28/2019,28,777714.15
7/28/2019,29,241480
7/28/2019,30,289499
7/28/2019,31,839317.2133
7/28/2019,35,288892.2726
7/28/2019,38,207489.9
7/28/2019,41,213262
7/28/2019,44,156207.35
8/4/2019,25,889238.6712
8/4/2019,26,292046.285
8/4/2019,28,791261.7406
8/4/2019,29,441777.52
8/4/2019,30,329648.9975
8/4/2019,31,1117028.231
8/4/2019,35,300217.2583
8/4/2019,38,249253.7
8/4/2019,41,314061.85
8/4/2019,44,213111
8/11/2019,25,790476.9615
8/11/2019,26,364173.4133
8/11/2019,28,699937.099
8/11/2019,29,356469.7183
8/11/2019,30,311598.8317
8/11/2019,31,958094.45
8/11/2019,35,259821.0421
8/11/2019,38,219882.5
8/11/2019,41,298555.8508
8/11/2019,44,170649
8/18/2019,25,720580.1407
8/18/2019,26,184596.805
8/18/2019,28,745746.995
8/18/2019,29,187895.28
8/18/2019,30,234386.5
8/18/2019,31,815158.3717
8/18/2019,35,271880.2167
8/18/2019,38,205729.8333
8/18/2019,41,233443.125
8/18/2019,44,114688
8/25/2019,25,795299.7233
8/25/2019,26,316458.93
8/25/2019,28,851738.4999
8/25/2019,29,333030.3633
8/25/2019,30,302390.0147
8/25/2019,31,949198.3476
8/25/2019,35,291564.3317
8/25/2019,38,239327.53
8/25/2019,41,260312.9517
8/25/2019,44,140707.95
9/1/2019,25,967413.1067
9/1/2019,26,372433.0133
9/1/2019,28,721396.0417
9/1/2019,29,292883.4917
9/1/2019,30,392363.0833
9/1/2019,31,1134725.922
9/1/2019,35,312731.3667
9/1/2019,38,324975.0921
9/1/2019,41,284882.3483
9/1/2019,44,162250.545
9/8/2019,25,896295.9583
9/8/2019,26,340317.7971
9/8/2019,28,859266.2242
9/8/2019,29,348291.8133
9/8/2019,30,329770.9683
9/8/2019,31,1167821.726
9/8/2019,35,313785.185
9/8/2019,38,295151.7333
9/8/2019,41,325839.0667
9/8/2019,44,191872
9/15/2019,25,854582.4227
9/15/2019,26,328452.9021
9/15/2019,28,761690.2738
9/15/2019,29,370551.7933
9/15/2019,30,287742.4017
9/15/2019,31,789867.6398
9/15/2019,35,313417.7952
9/15/2019,38,186805.5
9/15/2019,41,289294.3333
9/15/2019,44,133127.5
9/22/2019,25,1038662.264
9/22/2019,26,348495.0535
9/22/2019,28,793286.1939
9/22/2019,29,398059.7589
9/22/2019,30,376185.4854
9/22/2019,31,1131337.697
9/22/2019,35,362312.4772
9/22/2019,38,255171.7545
9/22/2019,41,338689.2808
9/22/2019,44,274273.8396
9/29/2019,25,1033151.636
9/29/2019,26,366492.1667
9/29/2019,28,798188.2867
9/29/2019,29,452382.0714
9/29/2019,30,378366.3333
9/29/2019,31,1110603.351
9/29/2019,35,341979.09
9/29/2019,38,345289.4006
9/29/2019,41,335432
9/29/2019,44,241392
10/6/2019,25,861162.1
10/6/2019,26,303386.25
10/6/2019,28,751611.345
10/6/2019,29,359267
10/6/2019,30,337768.1833
10/6/2019,31,927620.6598
10/6/2019,35,285249.75
10/6/2019,38,289901.3967
10/6/2019,41,246892.3
10/6/2019,44,160736
10/13/2019,25,735723.327
10/13/2019,26,238674.6833
10/13/2019,28,703558.8567
10/13/2019,29,286931
10/13/2019,30,234958.8571
10/13/2019,31,698207.3067
10/13/2019,35,336662.0583
10/13/2019,38,193797.6
10/13/2019,41,251746.35
10/13/2019,44,130548.15
10/20/2019,25,984872.55
10/20/2019,26,258178
10/20/2019,28,796126.4833
10/20/2019,29,348871
10/20/2019,30,329837.5667
10/20/2019,31,1091709.633
10/20/2019,35,364702.4506
10/20/2019,38,300195.24
10/20/2019,41,333037.925
10/20/2019,44,191856
10/27/2019,25,866777.1362
10/27/2019,26,285218.8167
10/27/2019,28,709741.95
10/27/2019,29,297266.3333
10/27/2019,30,349834.1111
10/27/2019,31,1039845.023
10/27/2019,35,288779.9
10/27/2019,38,252379.7958
10/27/2019,41,233685.3333
10/27/2019,44,187488.6667
11/3/2019,25,1028016.847
11/3/2019,26,354272
11/3/2019,28,588876.95
11/3/2019,29,346190.75
11/3/2019,30,337339.4738
11/3/2019,31,991154.9352
11/3/2019,35,246135.5866
11/3/2019,38,216102.6111
11/3/2019,41,248628.7778
11/3/2019,44,197624.5455
11/10/2019,25,895675.95
11/10/2019,26,258176.05
11/10/2019,28,639571.5117
11/10/2019,29,282032.325
11/10/2019,30,292745.6857
11/10/2019,31,1020079.038
11/10/2019,35,262244.4338
11/10/2019,38,276575
11/10/2019,41,271522.0433
11/10/2019,44,183471
11/17/2019,25,255034.3333
11/17/2019,26,261514.6667
11/17/2019,28,667407
11/17/2019,29,295456
11/17/2019,30,137024.2
11/17/2019,31,135401.7636
11/17/2019,35,317450.2722
11/17/2019,38,22432
11/17/2019,41,290377
11/17/2019,44,12788
11/24/2019,25,314210.5
11/24/2019,26,307247.7399
11/24/2019,28,765937.5
11/24/2019,29,377355.6667
11/24/2019,30,244337.0058
11/24/2019,31,154678.1881
11/24/2019,35,397146.1006
11/24/2019,38,38003.04762
11/24/2019,41,334539.6667
11/24/2019,44,35632
12/1/2019,25,376708.0633
12/1/2019,26,337587.943
12/1/2019,28,761651.8239
12/1/2019,29,456406.4138
12/1/2019,30,350150.3943
12/1/2019,31,352156.9642
12/1/2019,35,358477.9048
12/1/2019,38,73414.75
12/1/2019,41,342903.0392
12/1/2019,44,88216
12/8/2019,25,914292.7833
12/8/2019,26,274552.1896
12/8/2019,28,595679.7167
12/8/2019,29,326954.8833
12/8/2019,30,326794.8611
12/8/2019,31,945121.23
12/8/2019,35,217882.9044
12/8/2019,38,253578.6202
12/8/2019,41,263538
12/8/2019,44,166063
12/15/2019,25,307857.8817
12/15/2019,26,102190.65
12/15/2019,28,297773.15
12/15/2019,29,145077.1667
12/15/2019,30,139613.65
12/15/2019,31,401803.359
12/15/2019,35,135799.1429
12/15/2019,38,115424.225
12/15/2019,41,103375
12/15/2019,44,51210
