CustomerID,price_sum,event_timestamp,created_timestamp
37,12421,12,2010-10-20 14:28:00,2010-10-20 14:28:00
38,12422,38,2010-11-10 13:19:00,2010-11-10 13:19:00
39,12423,18,2010-11-17 11:33:00,2010-11-17 11:33:00
40,12424,77,2010-10-13 10:29:00,2010-10-13 10:29:00
41,12425,-8,2010-10-05 14:50:00,2010-10-05 14:50:00
42,12426,4,2010-02-15 08:41:00,2010-02-15 08:41:00
43,12429,88,2010-12-09 12:05:00,2010-12-09 12:05:00
44,12431,46,2010-12-01 10:03:00,2010-12-01 10:03:00
45,12433,342,2010-12-08 16:49:00,2010-12-08 16:49:00
46,12434,22,2010-11-23 13:38:00,2010-11-23 13:38:00
47,12435,694,2010-11-08 10:07:00,2010-11-08 10:07:00
48,12437,152,2010-11-07 14:04:00,2010-11-07 14:04:00
49,12439,31,2009-12-14 08:40:00,2009-12-14 08:40:00
50,12440,-12,2010-09-08 15:57:00,2010-09-08 15:57:00
51,12443,18,2009-12-07 15:42:00,2009-12-07 15:42:00
52,12451,114,2010-09-02 15:35:00,2010-09-02 15:35:00
53,12454,-576,2010-10-19 11:12:00,2010-10-19 11:12:00
54,12455,41,2010-09-20 14:39:00,2010-09-20 14:39:00
55,12457,1,2010-09-30 17:59:00,2010-09-30 17:59:00
56,12458,31,2010-10-08 11:36:00,2010-10-08 11:36:00
57,12459,2,2010-04-13 14:53:00,2010-04-13 14:53:00
58,12467,-25,2010-11-18 15:53:00,2010-11-18 15:53:00
59,12468,156,2010-07-01 10:28:00,2010-07-01 10:28:00
60,12469,6,2010-07-05 12:40:00,2010-07-05 12:40:00
61,12471,305,2010-11-30 14:35:00,2010-11-30 14:35:00
62,12472,314,2010-12-05 14:19:00,2010-12-05 14:19:00
63,12474,99,2010-11-26 12:19:00,2010-11-26 12:19:00
64,12475,26,2010-10-26 08:49:00,2010-10-26 08:49:00
65,12476,172,2010-11-07 15:34:00,2010-11-07 15:34:00
66,12477,108,2010-11-05 09:35:00,2010-11-05 09:35:00
67,12480,12,2010-10-08 12:06:00,2010-10-08 12:06:00
68,12481,170,2010-12-09 10:13:00,2010-12-09 10:13:00
69,12482,2344,2010-05-12 16:45:00,2010-05-12 16:45:00
70,12483,83,2010-11-26 12:35:00,2010-11-26 12:35:00
71,12484,8,2010-07-28 14:43:00,2010-07-28 14:43:00
72,12486,3,2010-10-04 12:14:00,2010-10-04 12:14:00
73,12490,86,2010-11-26 14:16:00,2010-11-26 14:16:00
74,12492,3,2010-11-01 14:58:00,2010-11-01 14:58:00
75,12495,12,2010-03-09 10:53:00,2010-03-09 10:53:00
76,12496,1,2010-03-29 13:57:00,2010-03-29 13:57:00
77,12499,22,2010-05-28 15:12:00,2010-05-28 15:12:00
78,12500,10,2010-04-11 10:44:00,2010-04-11 10:44:00
79,12504,24,2010-04-22 10:24:00,2010-04-22 10:24:00
80,12505,10,2010-10-27 09:18:00,2010-10-27 09:18:00
81,12507,24,2010-05-04 09:23:00,2010-05-04 09:23:00
82,12510,64,2010-09-06 14:27:00,2010-09-06 14:27:00
83,12511,66,2010-10-07 10:39:00,2010-10-07 10:39:00
84,12516,161,2010-10-05 09:43:00,2010-10-05 09:43:00
85,12519,48,2010-08-20 08:21:00,2010-08-20 08:21:00
86,12523,17,2010-09-30 16:45:00,2010-09-30 16:45:00
87,12524,555,2010-09-20 11:22:00,2010-09-20 11:22:00
88,12525,4,2010-07-29 16:08:00,2010-07-29 16:08:00
89,12527,36,2010-06-28 15:37:00,2010-06-28 15:37:00
90,12530,44,2010-10-20 15:15:00,2010-10-20 15:15:00
91,12531,35,2010-01-22 14:17:00,2010-01-22 14:17:00
92,12533,48,2010-03-22 10:56:00,2010-03-22 10:56:00
93,12537,32,2010-10-27 08:36:00,2010-10-27 08:36:00
94,12539,94,2009-12-23 13:41:00,2009-12-23 13:41:00
95,12540,213,2010-11-26 10:43:00,2010-11-26 10:43:00
96,12543,90,2010-09-17 15:51:00,2010-09-17 15:51:00
97,12547,12,2010-07-27 13:55:00,2010-07-27 13:55:00
98,12549,96,2010-05-11 12:40:00,2010-05-11 12:40:00
99,12553,14,2010-11-19 12:18:00,2010-11-19 12:18:00
100,12562,12,2010-09-30 13:13:00,2010-09-30 13:13:00
101,12563,10,2010-10-27 09:52:00,2010-10-27 09:52:00
102,12567,67,2010-12-07 10:36:00,2010-12-07 10:36:00
103,12573,6,2010-11-21 13:35:00,2010-11-21 13:35:00
104,12575,12,2010-07-01 09:15:00,2010-07-01 09:15:00
105,12576,12,2010-11-12 12:44:00,2010-11-12 12:44:00
106,12577,29,2010-11-23 13:59:00,2010-11-23 13:59:00
107,12578,12,2010-11-19 17:21:00,2010-11-19 17:21:00
108,12580,14,2010-05-12 11:45:00,2010-05-12 11:45:00
109,12582,62,2010-10-13 10:52:00,2010-10-13 10:52:00
110,12583,90,2010-12-01 08:45:00,2010-12-01 08:45:00
111,12586,36,2010-11-30 10:47:00,2010-11-30 10:47:00
112,12588,2,2010-11-05 12:38:00,2010-11-05 12:38:00
113,12589,98,2010-10-14 11:54:00,2010-10-14 11:54:00
114,12591,24,2010-10-27 10:42:00,2010-10-27 10:42:00
115,12592,19,2010-07-08 14:26:00,2010-07-08 14:26:00
116,12594,18,2010-10-19 14:05:00,2010-10-19 14:05:00
117,12598,19,2010-09-30 12:36:00,2010-09-30 12:36:00
118,12599,44,2010-11-23 15:49:00,2010-11-23 15:49:00
119,12600,25,2010-11-12 10:13:00,2010-11-12 10:13:00
120,12605,12,2010-11-28 14:18:00,2010-11-28 14:18:00
121,12609,50,2010-10-01 12:46:00,2010-10-01 12:46:00
122,12613,104,2010-08-17 14:36:00,2010-08-17 14:36:00
123,12615,68,2010-10-22 09:45:00,2010-10-22 09:45:00
124,12621,164,2010-11-05 15:32:00,2010-11-05 15:32:00
125,12623,74,2010-06-13 12:32:00,2010-06-13 12:32:00
126,12625,12,2010-07-18 15:56:00,2010-07-18 15:56:00
127,12629,24,2010-11-19 09:18:00,2010-11-19 09:18:00
128,12631,89,2010-09-09 14:50:00,2010-09-09 14:50:00
129,12633,90,2010-11-22 13:09:00,2010-11-22 13:09:00
130,12635,8,2010-09-09 10:50:00,2010-09-09 10:50:00
131,12637,59,2010-11-26 13:50:00,2010-11-26 13:50:00
132,12644,12,2010-10-05 10:23:00,2010-10-05 10:23:00
133,12645,58,2010-09-01 09:26:00,2010-09-01 09:26:00
134,12647,182,2010-12-05 14:02:00,2010-12-05 14:02:00
135,12648,48,2010-01-07 18:38:00,2010-01-07 18:38:00
136,12649,22,2010-10-12 08:08:00,2010-10-12 08:08:00
137,12651,18,2010-11-26 11:58:00,2010-11-26 11:58:00
138,12653,66,2010-07-01 09:56:00,2010-07-01 09:56:00
139,12656,95,2010-10-10 10:43:00,2010-10-10 10:43:00
140,12662,99,2010-12-01 13:04:00,2010-12-01 13:04:00
141,12665,11,2010-10-18 11:34:00,2010-10-18 11:34:00
142,12666,12,2010-11-10 16:40:00,2010-11-10 16:40:00
143,12668,79,2010-11-26 11:48:00,2010-11-26 11:48:00
144,12671,177,2010-04-12 16:30:00,2010-04-12 16:30:00
145,12675,4,2010-05-10 16:44:00,2010-05-10 16:44:00
146,12676,10,2010-10-10 14:56:00,2010-10-10 14:56:00
147,12677,4,2010-06-02 14:30:00,2010-06-02 14:30:00
148,12678,252,2010-10-11 10:56:00,2010-10-11 10:56:00
149,12681,302,2010-11-22 11:58:00,2010-11-22 11:58:00
150,12682,292,2010-12-09 14:49:00,2010-12-09 14:49:00
151,12683,63,2010-12-09 12:17:00,2010-12-09 12:17:00
152,12687,42,2010-08-16 12:12:00,2010-08-16 12:12:00
153,12692,4,2010-03-12 14:02:00,2010-03-12 14:02:00
154,12693,36,2010-09-13 15:48:00,2010-09-13 15:48:00
155,12699,24,2010-10-18 12:07:00,2010-10-18 12:07:00
156,12701,32,2010-06-04 10:35:00,2010-06-04 10:35:00
157,12705,87,2010-11-30 14:39:00,2010-11-30 14:39:00
158,12708,62,2010-12-06 10:43:00,2010-12-06 10:43:00
159,12709,596,2010-10-13 15:57:00,2010-10-13 15:57:00
160,12711,12,2010-02-01 11:30:00,2010-02-01 11:30:00
161,12712,6,2010-10-15 14:11:00,2010-10-15 14:11:00
162,12714,233,2010-11-16 18:10:00,2010-11-16 18:10:00
163,12720,61,2010-12-05 15:21:00,2010-12-05 15:21:00
164,12721,10,2010-11-19 15:13:00,2010-11-19 15:13:00
165,12724,128,2010-11-21 13:26:00,2010-11-21 13:26:00
166,12725,10,2010-10-21 10:28:00,2010-10-21 10:28:00
167,12726,34,2010-10-04 14:42:00,2010-10-04 14:42:00
168,12727,14,2010-09-23 10:45:00,2010-09-23 10:45:00
169,12728,6,2010-11-21 11:34:00,2010-11-21 11:34:00
170,12730,12,2010-07-06 12:19:00,2010-07-06 12:19:00
171,12731,106,2010-09-23 15:12:00,2010-09-23 15:12:00
172,12733,12,2010-11-15 13:56:00,2010-11-15 13:56:00
173,12734,2,2010-11-30 11:05:00,2010-11-30 11:05:00
174,12738,24,2010-12-02 18:27:00,2010-12-02 18:27:00
175,12739,55,2010-11-10 14:27:00,2010-11-10 14:27:00
176,12741,24,2010-06-24 16:24:00,2010-06-24 16:24:00
177,12742,76,2010-03-24 12:43:00,2010-03-24 12:43:00
178,12744,133,2010-09-06 10:24:00,2010-09-06 10:24:00
179,12745,40,2010-08-10 10:14:00,2010-08-10 10:14:00
180,12746,4,2010-06-17 10:41:00,2010-06-17 10:41:00
181,12747,37,2010-06-23 14:07:00,2010-06-23 14:07:00
182,12748,413,2010-12-08 17:20:00,2010-12-08 17:20:00
183,12749,19,2010-11-05 13:56:00,2010-11-05 13:56:00
184,12751,1,2010-09-21 12:49:00,2010-09-21 12:49:00
185,12755,-22,2010-07-23 09:28:00,2010-07-23 09:28:00
186,12758,235,2010-09-06 13:02:00,2010-09-06 13:02:00
187,12759,116,2010-11-18 19:14:00,2010-11-18 19:14:00
188,12761,18,2010-09-01 10:47:00,2010-09-01 10:47:00
189,12763,12,2010-12-05 15:46:00,2010-12-05 15:46:00
190,12765,24,2010-04-08 10:08:00,2010-04-08 10:08:00
191,12766,98,2010-12-08 13:53:00,2010-12-08 13:53:00
192,12767,28,2010-11-29 09:38:00,2010-11-29 09:38:00
193,12768,-6,2010-10-04 12:48:00,2010-10-04 12:48:00
194,12770,-24,2010-11-04 11:41:00,2010-11-04 11:41:00
195,12773,2,2010-05-24 17:30:00,2010-05-24 17:30:00
196,12775,36,2010-11-16 15:14:00,2010-11-16 15:14:00
197,12777,3,2010-09-08 11:35:00,2010-09-08 11:35:00
198,12778,14,2010-04-16 09:57:00,2010-04-16 09:57:00
199,12779,36,2010-11-18 10:23:00,2010-11-18 10:23:00
200,12780,24,2010-04-20 09:40:00,2010-04-20 09:40:00
201,12782,12,2010-11-30 11:37:00,2010-11-30 11:37:00
202,12785,7,2010-06-22 12:16:00,2010-06-22 12:16:00
203,12786,10,2010-04-09 12:12:00,2010-04-09 12:12:00
204,12788,16,2010-06-29 13:05:00,2010-06-29 13:05:00
205,12790,9,2010-10-28 18:19:00,2010-10-28 18:19:00
206,12791,31,2010-04-18 14:00:00,2010-04-18 14:00:00
207,12792,12,2010-06-23 10:49:00,2010-06-23 10:49:00
208,12797,12,2010-10-11 12:53:00,2010-10-11 12:53:00
209,12800,6,2010-08-26 14:11:00,2010-08-26 14:11:00
210,12801,18,2010-07-27 09:38:00,2010-07-27 09:38:00
211,12802,37,2010-08-26 13:23:00,2010-08-26 13:23:00
212,12804,4,2010-07-27 13:52:00,2010-07-27 13:52:00
213,12805,54,2010-08-15 14:13:00,2010-08-15 14:13:00
214,12806,122,2010-05-16 13:49:00,2010-05-16 13:49:00
215,12807,26,2010-11-21 14:21:00,2010-11-21 14:21:00
216,12809,12,2010-03-02 14:19:00,2010-03-02 14:19:00
217,12810,6,2010-06-23 10:53:00,2010-06-23 10:53:00
218,12811,6,2010-10-08 12:20:00,2010-10-08 12:20:00
219,12813,32,2010-07-26 09:50:00,2010-07-26 09:50:00
220,12817,6,2010-11-05 08:28:00,2010-11-05 08:28:00
221,12819,96,2010-09-07 15:20:00,2010-09-07 15:20:00
222,12820,128,2010-11-07 14:26:00,2010-11-07 14:26:00
223,12821,6,2010-04-07 15:14:00,2010-04-07 15:14:00
224,12825,13,2010-07-06 13:56:00,2010-07-06 13:56:00
225,12829,48,2010-06-07 15:04:00,2010-06-07 15:04:00
226,12831,6,2010-09-02 15:58:00,2010-09-02 15:58:00
227,12835,64,2010-10-08 10:59:00,2010-10-08 10:59:00
228,12836,25,2010-11-15 16:22:00,2010-11-15 16:22:00
229,12837,11,2010-05-19 15:10:00,2010-05-19 15:10:00
230,12838,68,2010-12-01 11:57:00,2010-12-01 11:57:00
231,12839,32,2010-12-07 15:48:00,2010-12-07 15:48:00
232,12840,13,2010-06-08 13:23:00,2010-06-08 13:23:00
233,12841,111,2010-12-05 12:15:00,2010-12-05 12:15:00
234,12843,148,2010-11-22 13:31:00,2010-11-22 13:31:00
235,12844,6,2010-09-23 16:23:00,2010-09-23 16:23:00
236,12847,6,2010-11-17 12:44:00,2010-11-17 12:44:00
237,12848,2,2010-02-02 12:45:00,2010-02-02 12:45:00
238,12849,55,2010-11-23 11:41:00,2010-11-23 11:41:00
239,12851,2,2010-08-19 15:13:00,2010-08-19 15:13:00
240,12853,12,2010-02-05 11:57:00,2010-02-05 11:57:00
241,12854,51,2010-05-27 16:54:00,2010-05-27 16:54:00
242,12855,8,2010-11-10 14:54:00,2010-11-10 14:54:00
243,12857,34,2010-09-29 16:49:00,2010-09-29 16:49:00
244,12858,2,2010-11-21 12:55:00,2010-11-21 12:55:00
245,12862,7,2010-10-10 11:47:00,2010-10-10 11:47:00
246,12863,28,2010-04-29 13:54:00,2010-04-29 13:54:00
247,12865,38,2010-11-26 15:37:00,2010-11-26 15:37:00
248,12867,182,2010-11-07 15:31:00,2010-11-07 15:31:00
249,12868,7,2010-12-01 12:50:00,2010-12-01 12:50:00
250,12869,2,2010-01-27 12:10:00,2010-01-27 12:10:00
251,12870,26,2010-11-29 13:42:00,2010-11-29 13:42:00
252,12872,48,2010-12-09 14:44:00,2010-12-09 14:44:00
253,12873,54,2010-11-07 11:15:00,2010-11-07 11:15:00
254,12874,12,2010-06-03 12:51:00,2010-06-03 12:51:00
255,12875,288,2010-04-16 13:12:00,2010-04-16 13:12:00
256,12876,73,2010-11-10 12:21:00,2010-11-10 12:21:00
257,12877,65,2010-11-03 13:53:00,2010-11-03 13:53:00
258,12880,48,2010-11-23 10:50:00,2010-11-23 10:50:00
259,12889,5,2010-10-06 11:30:00,2010-10-06 11:30:00
260,12890,2,2010-11-17 14:06:00,2010-11-17 14:06:00
261,12892,1,2010-11-08 09:51:00,2010-11-08 09:51:00
262,12894,1,2010-05-13 14:47:00,2010-05-13 14:47:00
263,12897,8,2010-06-14 11:58:00,2010-06-14 11:58:00
264,12898,1,2010-02-18 12:36:00,2010-02-18 12:36:00
265,12899,17,2010-10-22 09:53:00,2010-10-22 09:53:00
266,12900,36,2010-10-13 15:17:00,2010-10-13 15:17:00
267,12903,10,2010-10-07 12:39:00,2010-10-07 12:39:00
268,12905,35,2010-05-12 10:05:00,2010-05-12 10:05:00
269,12910,66,2010-09-20 16:22:00,2010-09-20 16:22:00
270,12911,19,2010-06-06 12:13:00,2010-06-06 12:13:00
271,12913,101,2010-10-27 08:07:00,2010-10-27 08:07:00
272,12915,6,2010-12-02 12:33:00,2010-12-02 12:33:00
273,12917,3,2010-05-10 13:28:00,2010-05-10 13:28:00
274,12921,542,2010-12-08 10:14:00,2010-12-08 10:14:00
275,12924,145,2010-09-13 11:01:00,2010-09-13 11:01:00
276,12926,8,2010-10-01 15:28:00,2010-10-01 15:28:00
277,12928,12,2010-11-26 15:53:00,2010-11-26 15:53:00
278,12931,2020,2010-11-11 17:05:00,2010-11-11 17:05:00
279,12932,37,2010-06-06 11:21:00,2010-06-06 11:21:00
280,12933,-4,2010-11-24 17:11:00,2010-11-24 17:11:00
281,12935,27,2010-07-23 13:29:00,2010-07-23 13:29:00
282,12937,28,2010-08-12 14:53:00,2010-08-12 14:53:00
283,12939,200,2010-07-29 11:01:00,2010-07-29 11:01:00
284,12941,8,2009-12-15 13:12:00,2009-12-15 13:12:00
285,12942,2,2010-12-09 09:34:00,2010-12-09 09:34:00
286,12945,11,2010-02-21 15:18:00,2010-02-21 15:18:00
287,12949,220,2010-11-22 15:45:00,2010-11-22 15:45:00
288,12951,57,2010-11-18 12:11:00,2010-11-18 12:11:00
289,12956,18,2010-01-24 10:33:00,2010-01-24 10:33:00
290,12957,141,2010-06-16 08:54:00,2010-06-16 08:54:00
291,12958,3,2010-11-04 16:16:00,2010-11-04 16:16:00
292,12959,48,2010-08-12 17:20:00,2010-08-12 17:20:00
293,12960,30,2010-10-22 09:31:00,2010-10-22 09:31:00
294,12963,60,2010-07-08 14:45:00,2010-07-08 14:45:00
295,12964,14,2010-09-28 17:47:00,2010-09-28 17:47:00
296,12967,36,2010-11-21 11:03:00,2010-11-21 11:03:00
297,12970,59,2010-11-24 12:54:00,2010-11-24 12:54:00
298,12971,106,2010-12-08 16:21:00,2010-12-08 16:21:00
299,12972,48,2010-05-06 11:44:00,2010-05-06 11:44:00
300,12973,2,2010-10-22 10:14:00,2010-10-22 10:14:00
301,12975,32,2010-09-29 09:46:00,2010-09-29 09:46:00
302,12976,68,2010-08-19 12:16:00,2010-08-19 12:16:00
303,12978,32,2010-11-19 14:29:00,2010-11-19 14:29:00
304,12979,18,2009-12-10 15:45:00,2009-12-10 15:45:00
305,12980,-1,2010-11-25 16:13:00,2010-11-25 16:13:00
306,12982,44,2010-11-10 08:50:00,2010-11-10 08:50:00
307,12983,10,2010-04-20 12:58:00,2010-04-20 12:58:00
308,12986,42,2010-10-22 11:23:00,2010-10-22 11:23:00
309,12990,10,2010-09-15 13:21:00,2010-09-15 13:21:00
310,12991,25,2010-11-15 13:43:00,2010-11-15 13:43:00
311,12996,16,2010-11-29 09:27:00,2010-11-29 09:27:00
312,12997,40,2010-08-23 14:58:00,2010-08-23 14:58:00
313,12998,66,2010-04-08 17:04:00,2010-04-08 17:04:00
314,13000,24,2009-12-14 17:03:00,2009-12-14 17:03:00
315,13001,167,2010-10-20 14:08:00,2010-10-20 14:08:00
316,13004,146,2010-11-18 19:08:00,2010-11-18 19:08:00
317,13005,24,2010-09-08 12:52:00,2010-09-08 12:52:00
318,13008,60,2010-11-07 10:34:00,2010-11-07 10:34:00
319,13010,24,2010-03-01 11:28:00,2010-03-01 11:28:00
320,13011,3,2010-12-02 17:22:00,2010-12-02 17:22:00
321,13013,92,2010-11-17 11:10:00,2010-11-17 11:10:00
322,13014,37,2010-10-03 11:35:00,2010-10-03 11:35:00
323,13015,124,2010-09-27 10:39:00,2010-09-27 10:39:00
324,13018,13,2010-03-01 12:35:00,2010-03-01 12:35:00
325,13019,6,2009-12-06 15:40:00,2009-12-06 15:40:00
326,13020,9,2010-02-18 10:35:00,2010-02-18 10:35:00
327,13021,4,2010-05-05 08:48:00,2010-05-05 08:48:00
328,13023,3,2010-06-29 09:52:00,2010-06-29 09:52:00
329,13024,12,2010-08-26 09:42:00,2010-08-26 09:42:00
330,13026,32,2010-03-07 15:27:00,2010-03-07 15:27:00
331,13027,960,2010-10-26 10:29:00,2010-10-26 10:29:00
332,13031,155,2010-10-28 15:34:00,2010-10-28 15:34:00
333,13032,36,2010-11-12 12:49:00,2010-11-12 12:49:00
334,13037,121,2010-11-05 10:39:00,2010-11-05 10:39:00
335,13039,10,2010-05-04 16:45:00,2010-05-04 16:45:00
336,13042,21,2010-04-20 13:43:00,2010-04-20 13:43:00
337,13044,63,2010-07-12 13:45:00,2010-07-12 13:45:00
338,13045,4,2010-08-10 13:02:00,2010-08-10 13:02:00
339,13047,154,2010-12-01 08:34:00,2010-12-01 08:34:00
340,13048,47,2010-07-21 10:42:00,2010-07-21 10:42:00
341,13050,208,2010-12-08 09:30:00,2010-12-08 09:30:00
342,13052,24,2010-10-15 14:45:00,2010-10-15 14:45:00
343,13053,10,2010-03-28 11:28:00,2010-03-28 11:28:00
344,13055,62,2010-10-06 08:17:00,2010-10-06 08:17:00
345,13057,47,2010-06-24 13:00:00,2010-06-24 13:00:00
346,13059,29,2010-10-15 13:02:00,2010-10-15 13:02:00
347,13063,12,2010-08-16 12:27:00,2010-08-16 12:27:00
348,13065,14,2010-10-20 14:41:00,2010-10-20 14:41:00
349,13069,1595,2010-12-05 11:02:00,2010-12-05 11:02:00
350,13071,4,2010-04-06 13:37:00,2010-04-06 13:37:00
351,13073,7,2010-09-28 09:27:00,2010-09-28 09:27:00
352,13076,3,2010-09-08 10:27:00,2010-09-08 10:27:00
353,13077,26,2010-11-23 15:07:00,2010-11-23 15:07:00
354,13078,155,2010-12-08 09:07:00,2010-12-08 09:07:00
355,13079,10,2010-10-18 14:15:00,2010-10-18 14:15:00
356,13080,4,2010-11-03 14:34:00,2010-11-03 14:34:00
357,13081,1634,2010-12-03 17:20:00,2010-12-03 17:20:00
358,13082,288,2010-08-18 14:05:00,2010-08-18 14:05:00
359,13084,96,2010-08-05 08:49:00,2010-08-05 08:49:00
360,13085,24,2010-01-29 11:42:00,2010-01-29 11:42:00
361,13087,14,2009-12-13 15:16:00,2009-12-13 15:16:00
362,13088,6,2010-10-18 15:35:00,2010-10-18 15:35:00
363,13089,783,2010-12-06 13:59:00,2010-12-06 13:59:00
364,13090,15,2010-10-11 10:15:00,2010-10-11 10:15:00
365,13091,4,2009-12-10 12:44:00,2009-12-10 12:44:00
366,13092,9,2010-08-09 13:18:00,2010-08-09 13:18:00
367,13093,552,2010-11-19 09:34:00,2010-11-19 09:34:00
368,13094,24,2010-11-15 14:15:00,2010-11-15 14:15:00
369,13097,134,2010-11-16 09:50:00,2010-11-16 09:50:00
370,13101,11,2010-05-27 17:02:00,2010-05-27 17:02:00
371,13102,189,2010-12-09 13:38:00,2010-12-09 13:38:00
372,13104,24,2010-10-20 14:38:00,2010-10-20 14:38:00
373,13106,10,2010-10-22 13:10:00,2010-10-22 13:10:00
374,13107,311,2010-09-23 10:51:00,2010-09-23 10:51:00
375,13108,12,2010-09-30 17:09:00,2010-09-30 17:09:00
376,13109,10,2010-06-06 12:59:00,2010-06-06 12:59:00
377,13110,17,2010-09-28 15:23:00,2010-09-28 15:23:00
378,13113,39,2010-11-25 11:30:00,2010-11-25 11:30:00
379,13114,2,2009-12-09 09:56:00,2009-12-09 09:56:00
380,13115,73,2010-11-01 11:36:00,2010-11-01 11:36:00
381,13117,28,2010-12-02 13:11:00,2010-12-02 13:11:00
382,13118,19,2010-10-24 14:11:00,2010-10-24 14:11:00
383,13119,20,2010-02-09 08:38:00,2010-02-09 08:38:00
384,13123,9,2010-06-28 12:43:00,2010-06-28 12:43:00
385,13124,26,2010-11-19 15:50:00,2010-11-19 15:50:00
386,13125,1,2010-07-04 11:58:00,2010-07-04 11:58:00
387,13126,104,2010-12-08 11:42:00,2010-12-08 11:42:00
388,13131,12,2010-02-09 09:47:00,2010-02-09 09:47:00
389,13134,12,2010-11-02 13:58:00,2010-11-02 13:58:00
390,13135,12,2010-08-05 17:28:00,2010-08-05 17:28:00
391,13136,86,2010-10-15 10:16:00,2010-10-15 10:16:00
392,13137,80,2010-11-18 13:27:00,2010-11-18 13:27:00
393,13138,4,2010-12-02 15:03:00,2010-12-02 15:03:00
394,13139,24,2010-09-28 09:12:00,2010-09-28 09:12:00
395,13140,2,2010-12-08 15:12:00,2010-12-08 15:12:00
396,13141,197,2010-11-15 12:21:00,2010-11-15 12:21:00
397,13144,2,2010-10-04 14:14:00,2010-10-04 14:14:00
398,13148,121,2010-11-15 17:37:00,2010-11-15 17:37:00
399,13151,5,2010-03-22 10:26:00,2010-03-22 10:26:00
400,13152,36,2010-06-28 15:19:00,2010-06-28 15:19:00
401,13154,23,2010-07-20 13:17:00,2010-07-20 13:17:00
402,13155,2,2010-12-06 12:44:00,2010-12-06 12:44:00
403,13156,20,2010-11-19 13:09:00,2010-11-19 13:09:00
404,13157,259,2010-10-26 14:42:00,2010-10-26 14:42:00
405,13161,8,2010-07-27 12:44:00,2010-07-27 12:44:00
406,13162,130,2010-08-25 09:37:00,2010-08-25 09:37:00
407,13167,8,2010-11-14 12:58:00,2010-11-14 12:58:00
408,13173,51,2010-12-07 14:30:00,2010-12-07 14:30:00
409,13174,153,2010-12-05 16:24:00,2010-12-05 16:24:00
410,13175,4,2010-05-06 13:13:00,2010-05-06 13:13:00
411,13177,6,2010-10-05 10:35:00,2010-10-05 10:35:00
412,13178,235,2010-11-07 15:50:00,2010-11-07 15:50:00
413,13181,40,2010-11-23 15:05:00,2010-11-23 15:05:00
414,13183,175,2010-11-10 13:49:00,2010-11-10 13:49:00
415,13190,10,2009-12-07 12:13:00,2009-12-07 12:13:00
416,13191,7,2010-02-19 17:02:00,2010-02-19 17:02:00
417,13192,22,2010-06-22 09:51:00,2010-06-22 09:51:00
418,13196,65,2010-09-22 14:01:00,2010-09-22 14:01:00
419,13197,25,2010-04-09 09:14:00,2010-04-09 09:14:00
420,13198,48,2010-11-17 14:25:00,2010-11-17 14:25:00
421,13199,580,2010-12-08 10:51:00,2010-12-08 10:51:00
